id_id,id_n_id,id_time,id_meter_id,id_stand_energy_kirim,id_v1,id_v2,id_v3,id_i1,id_i2,id_i3,id_frequency,id_power_factor,id_create_date,updated_at,created_at,reactive_energy_import,reactive_energy_export,apparent_energy_import,rssi,lokasi
605000,20,2024-01-01 00:00:02,WITEL_SDP_L4,7954840.0,229,229,231,0,0,0,49.98,0.7378999999999999,2024-01-01 00:00:25.000,2024-01-01 00:00:25.000,2024-01-01 00:00:25.000,70458.0,817042.0,9182724,-91.0,100
605055,20,2024-01-01 00:20:03,WITEL_SDP_L4,7955180.0,229,230,231,0,0,0,49.98,0.7393,2024-01-01 00:20:30.000,2024-01-01 00:20:30.000,2024-01-01 00:20:30.000,70458.0,817142.0,9183177,-93.0,100
605076,20,2024-01-01 00:30:03,WITEL_SDP_L4,7955350.0,229,230,231,0,0,0,50.0,0.7376999999999999,2024-01-01 00:30:30.000,2024-01-01 00:30:30.000,2024-01-01 00:30:30.000,70458.0,817192.0,9183403,-93.0,100
605100,20,2024-01-01 00:40:03,WITEL_SDP_L4,7955510.0,229,230,232,0,0,0,49.99,0.7373999999999999,2024-01-01 00:40:17.000,2024-01-01 00:40:17.000,2024-01-01 00:40:17.000,70458.0,817242.0,9183629,-90.0,100
605126,20,2024-01-01 00:50:03,WITEL_SDP_L4,7955680.0,229,230,232,0,0,0,49.99,0.7372,2024-01-01 00:50:22.000,2024-01-01 00:50:22.000,2024-01-01 00:50:22.000,70458.0,817291.0,9183855,-91.0,100
605160,20,2024-01-01 01:00:03,WITEL_SDP_L4,7955850.0,229,230,232,0,0,0,49.97,0.7398999999999999,2024-01-01 01:00:33.000,2024-01-01 01:00:33.000,2024-01-01 01:00:33.000,70458.0,817341.0,9184081,-91.0,100
605178,20,2024-01-01 01:10:02,WITEL_SDP_L4,7956010.0,229,230,232,0,0,0,49.99,0.7384,2024-01-01 01:10:18.000,2024-01-01 01:10:18.000,2024-01-01 01:10:18.000,70458.0,817391.0,9184307,-90.0,100
605210,20,2024-01-01 01:20:03,WITEL_SDP_L4,7956180.0,229,230,232,0,0,0,50.02,0.7342,2024-01-01 01:20:30.000,2024-01-01 01:20:30.000,2024-01-01 01:20:30.000,70458.0,817440.0,9184534,-119.0,100
605263,20,2024-01-01 01:40:02,WITEL_SDP_L4,7956510.0,230,230,232,0,0,0,50.0,0.7395999999999999,2024-01-01 01:40:29.000,2024-01-01 01:40:29.000,2024-01-01 01:40:29.000,70458.0,817540.0,9184987,-90.0,100
605285,20,2024-01-01 01:50:03,WITEL_SDP_L4,7956680.0,230,230,232,0,0,0,50.0,0.7384999999999999,2024-01-01 01:50:15.000,2024-01-01 01:50:15.000,2024-01-01 01:50:15.000,70458.0,817590.0,9185213,-91.0,100
605306,20,2024-01-01 02:00:02,WITEL_SDP_L4,7956850.0,230,230,232,0,0,0,49.98,0.7363999999999999,2024-01-01 02:00:10.000,2024-01-01 02:00:10.000,2024-01-01 02:00:10.000,70458.0,817639.0,9185440,-93.0,100
605324,20,2024-01-01 02:10:03,WITEL_SDP_L4,7957020.0,230,231,232,0,0,0,50.05,0.7378999999999999,2024-01-01 02:10:06.000,2024-01-01 02:10:06.000,2024-01-01 02:10:06.000,70458.0,817689.0,9185666,-93.0,100
605353,20,2024-01-01 02:20:03,WITEL_SDP_L4,7957180.0,230,231,232,0,0,0,50.01,0.7422,2024-01-01 02:20:08.000,2024-01-01 02:20:08.000,2024-01-01 02:20:08.000,70458.0,817739.0,9185892,-95.0,100
