record_id,date,Lantai_No_mean,Lantai_No_max,Lantai_No_min,Lantai_No_std,Lantai_No_count,Occupansi_mean,Occupansi_max,Occupansi_min,Occupansi_std,Occupansi_count,building,category,system_type,level,meter_id,description,source_file,file_path,processed_ts
270,2024-09-26,4.8,8,1,2.08,224,7.67,251,0,17.64,224,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
271,2024-09-27,4.79,8,1,2.08,229,7.24,207,0,14.63,229,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
272,2024-09-28,4.75,8,1,2.08,227,7.75,296,0,20.29,227,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
273,2024-09-29,4.79,8,1,2.09,231,7.28,205,0,14.5,231,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
274,2024-09-30,4.79,8,1,2.07,229,7.92,265,0,18.19,229,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
275,2024-10-01,4.69,8,1,2.09,220,7.79,248,0,17.69,220,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
276,2024-10-02,4.77,8,1,2.08,226,7.46,235,0,16.52,226,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
277,2024-10-03,4.81,8,1,2.09,226,7.92,284,0,19.41,226,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
278,2024-10-04,4.78,8,1,2.09,225,7.93,255,0,17.85,225,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
279,2024-10-05,4.79,8,1,2.09,228,7.68,245,0,16.93,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
280,2024-10-06,4.74,8,1,2.09,223,8.61,286,0,19.92,223,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
281,2024-10-07,4.82,8,1,2.07,228,7.47,246,0,17.0,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
282,2024-10-08,4.8,8,1,2.09,227,7.33,236,0,16.73,227,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
283,2024-10-09,4.78,8,1,2.08,229,7.45,241,0,17.01,229,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
284,2024-10-10,4.76,8,1,2.08,224,7.62,215,0,15.27,224,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
285,2024-10-11,4.79,8,1,2.09,229,7.48,219,0,15.36,229,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
286,2024-10-12,4.79,8,1,2.08,223,7.3,241,0,16.9,223,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
287,2024-10-13,4.78,8,1,2.08,229,7.82,280,0,19.23,229,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
288,2024-10-14,4.75,8,1,2.09,226,7.68,289,0,19.86,226,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
289,2024-10-15,4.77,8,1,2.09,225,7.32,204,0,14.79,225,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
290,2024-10-16,4.77,8,1,2.08,225,7.73,230,0,16.08,225,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
291,2024-10-17,4.78,8,1,2.07,228,7.79,259,0,18.04,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
292,2024-10-18,4.81,8,1,2.08,230,7.62,283,0,19.35,230,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
293,2024-10-19,4.83,8,1,2.07,230,7.23,246,0,16.97,230,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
294,2024-10-20,4.79,8,1,2.08,226,6.96,206,0,14.67,226,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
295,2024-10-21,4.8,8,1,2.06,228,7.71,248,0,17.36,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
296,2024-10-22,4.79,8,1,2.09,225,7.65,275,0,18.92,225,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
297,2024-10-23,4.75,8,1,2.08,228,7.18,216,0,15.14,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
298,2024-10-24,4.77,8,1,2.07,228,7.44,299,0,20.3,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
299,2024-10-25,4.79,8,1,2.09,224,7.33,221,0,15.87,224,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
300,2024-10-26,4.81,8,1,2.09,228,7.51,223,0,15.72,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
301,2024-10-27,4.76,8,1,2.09,227,6.99,203,0,14.48,227,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
302,2024-10-28,4.78,8,1,2.09,230,7.53,253,0,17.74,230,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
303,2024-10-29,4.79,8,1,2.09,225,7.45,252,0,17.72,225,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
304,2024-10-30,4.77,8,1,2.07,224,7.47,258,0,18.03,224,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
305,2024-10-31,4.78,8,1,2.07,223,7.37,275,0,19.1,223,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
306,2024-11-01,4.78,8,1,2.09,223,7.57,204,0,14.91,223,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
307,2024-11-02,4.77,8,1,2.1,226,7.09,229,0,16.2,226,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
308,2024-11-03,4.76,8,1,2.09,226,7.52,228,0,16.17,226,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
309,2024-11-04,4.81,8,1,2.09,227,7.53,275,0,19.1,227,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
310,2024-11-05,4.77,8,1,2.09,226,7.46,287,0,19.6,226,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
311,2024-11-06,4.76,8,1,2.1,225,7.53,274,0,19.17,225,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
312,2024-11-07,4.8,8,1,2.09,227,7.46,208,0,14.71,227,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
313,2024-11-08,4.78,8,1,2.08,227,6.89,246,0,17.07,227,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
314,2024-11-09,4.81,8,1,2.08,225,7.3,201,0,14.58,225,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
315,2024-11-10,4.79,8,1,2.09,228,7.77,230,0,16.03,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
316,2024-11-11,4.76,8,1,2.08,223,7.87,259,0,18.39,223,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
317,2024-11-12,4.8,8,1,2.08,228,7.4,210,0,15.12,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
318,2024-11-13,4.82,8,1,2.07,229,7.7,240,0,16.91,229,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
319,2024-11-14,4.75,8,1,2.08,227,7.39,237,0,16.58,227,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
320,2024-11-15,4.83,8,1,2.08,226,7.72,264,0,18.37,226,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
321,2024-11-16,4.8,8,1,2.08,226,7.54,286,0,19.62,226,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
322,2024-11-17,4.78,8,1,2.09,227,7.12,211,0,14.97,227,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
323,2024-11-18,4.79,8,1,2.08,228,7.57,257,0,17.74,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
324,2024-11-19,4.78,8,1,2.09,222,6.93,245,0,17.24,222,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
325,2024-11-20,4.78,8,1,2.08,229,7.19,218,0,15.43,229,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
326,2024-11-21,4.78,8,1,2.09,226,7.65,276,0,19.08,226,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
327,2024-11-22,4.79,8,1,2.09,229,7.31,285,0,19.31,229,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
328,2024-11-23,4.8,8,1,2.09,225,7.68,264,0,18.29,225,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
329,2024-11-24,4.8,8,1,2.08,227,7.41,249,0,17.54,227,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
330,2024-11-25,4.81,8,1,2.08,228,7.16,211,0,14.92,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
331,2024-11-26,4.78,8,1,2.09,230,7.43,200,0,14.33,230,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
332,2024-11-27,4.74,8,1,2.08,223,7.5,289,0,19.85,223,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
333,2024-11-28,4.8,8,1,2.09,223,7.09,263,0,18.25,223,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
334,2024-11-29,4.73,8,1,2.1,223,7.51,270,0,18.78,223,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
335,2024-11-30,4.77,8,1,2.09,224,7.43,274,0,19.02,224,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
336,2024-12-01,4.79,8,1,2.08,232,7.44,285,0,19.53,232,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
337,2024-12-02,4.81,8,1,2.09,228,7.23,207,0,14.76,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
338,2024-12-03,4.78,8,1,2.08,223,7.65,268,0,18.63,223,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
339,2024-12-04,4.77,8,1,2.09,226,7.83,266,0,18.46,226,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
340,2024-12-05,4.77,8,1,2.09,224,7.21,248,0,17.51,224,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
341,2024-12-06,4.79,8,1,2.1,223,7.61,247,0,17.34,223,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
342,2024-12-07,4.75,8,1,2.08,225,7.44,290,0,19.86,225,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
343,2024-12-08,4.79,8,1,2.07,224,7.53,246,0,17.45,224,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
344,2024-12-09,4.77,8,1,2.09,224,7.38,209,0,14.89,224,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
345,2024-12-10,4.75,8,1,2.07,228,7.61,219,0,15.49,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
346,2024-12-11,4.75,8,1,2.09,224,7.76,270,0,18.87,224,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
347,2024-12-12,4.8,8,1,2.08,231,8.08,272,0,18.74,231,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
348,2024-12-13,4.81,8,1,2.08,226,7.44,287,0,19.7,226,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
349,2024-12-14,4.8,8,1,2.1,224,7.26,226,0,16.05,224,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
350,2024-12-15,4.78,8,1,2.1,224,7.8,255,0,17.96,224,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
351,2024-12-16,4.81,8,1,2.09,224,7.91,298,0,20.7,224,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
352,2024-12-17,4.78,8,1,2.07,224,7.33,219,0,15.55,224,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
353,2024-12-18,4.78,8,1,2.07,226,7.41,237,0,16.6,226,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
354,2024-12-19,4.79,8,1,2.07,230,7.24,203,0,14.24,230,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
355,2024-12-20,4.79,8,1,2.09,226,7.42,204,0,14.44,226,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
356,2024-12-21,4.83,8,1,2.08,228,7.81,300,0,20.45,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
357,2024-12-22,4.78,8,1,2.09,224,7.71,263,0,18.54,224,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
358,2024-12-23,4.8,8,1,2.08,229,7.63,274,0,18.7,229,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
359,2024-12-24,4.79,8,1,2.08,228,7.27,203,0,14.58,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
360,2024-12-25,4.79,8,1,2.08,228,7.38,243,0,16.95,228,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
361,2024-12-26,4.78,8,1,2.08,232,7.19,233,0,16.2,232,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
362,2024-12-27,4.75,8,1,2.07,225,7.72,276,0,19.17,225,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
363,2024-12-28,4.77,8,1,2.07,225,7.92,296,0,20.57,225,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
364,2024-12-29,4.78,8,1,2.09,227,7.58,273,0,18.99,227,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
365,2024-12-30,4.79,8,1,2.08,226,7.77,222,0,15.75,226,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
366,2024-12-31,4.79,8,1,2.09,224,7.52,284,0,19.59,224,WITEL,OCCUPANCY,OCCUPANCY_SENSOR,General,251400901,WITEL OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
367,2024-01-01,4.78,8,1,2.1,227,7.59,245,0,17.07,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
368,2024-01-02,4.76,8,1,2.09,228,7.41,241,0,16.76,228,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
369,2024-01-03,4.78,8,1,2.08,232,7.28,200,0,14.24,232,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
