record_id,date,Lantai_No_mean,Lantai_No_max,Lantai_No_min,Lantai_No_std,Lantai_No_count,Occupansi_mean,Occupansi_max,Occupansi_min,Occupansi_std,Occupansi_count,building,category,system_type,level,meter_id,description,source_file,file_path,processed_ts
370,2024-01-04,4.77,8,1,2.1,227,7.9,204,0,14.82,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
371,2024-01-05,4.77,8,1,2.09,227,7.45,229,0,16.16,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
372,2024-01-06,4.78,8,1,2.09,227,7.37,230,0,16.09,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
373,2024-01-07,4.82,8,1,2.09,226,7.99,246,0,17.34,226,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
374,2024-01-08,4.76,8,1,2.08,228,7.52,215,0,15.06,228,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
375,2024-01-09,4.78,8,1,2.09,226,7.53,260,0,18.17,226,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
376,2024-01-10,4.77,8,1,2.09,227,7.23,224,0,15.68,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
377,2024-01-11,4.78,8,1,2.07,227,7.44,253,0,17.74,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
378,2024-01-12,4.78,8,1,2.09,225,7.39,234,0,16.44,225,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
379,2024-01-13,4.78,8,1,2.09,225,7.18,223,0,15.87,225,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
380,2024-01-14,4.78,8,1,2.09,226,7.33,215,0,15.14,226,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
381,2024-01-15,4.78,8,1,2.1,223,7.4,268,0,18.71,223,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
382,2024-01-16,4.79,8,1,2.09,225,7.74,263,0,18.39,225,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
383,2024-01-17,4.79,8,1,2.09,225,7.74,289,0,20.13,225,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
384,2024-01-18,4.81,8,1,2.09,226,7.68,224,0,15.96,226,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
385,2024-01-19,4.82,8,1,2.08,227,7.48,232,0,16.08,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
386,2024-01-20,4.79,8,1,2.08,232,7.27,205,0,14.5,232,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
387,2024-01-21,4.8,8,1,2.08,223,7.42,261,0,18.42,223,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
388,2024-01-22,4.76,8,1,2.07,222,7.64,241,0,17.26,222,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
389,2024-01-23,4.77,8,1,2.06,227,7.85,255,0,17.59,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
390,2024-01-24,4.76,8,1,2.09,224,7.45,226,0,15.89,224,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
391,2024-01-25,4.75,8,1,2.08,227,8.13,285,0,19.41,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
392,2024-01-26,4.81,8,1,2.07,227,7.15,241,0,16.88,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
393,2024-01-27,4.84,8,1,2.08,222,7.36,251,0,17.7,222,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
394,2024-01-28,4.75,8,1,2.08,224,7.55,220,0,15.7,224,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
395,2024-01-29,4.76,8,1,2.09,226,7.86,259,0,17.88,226,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
396,2024-01-30,4.79,8,1,2.09,226,7.8,230,0,16.27,226,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
397,2024-01-31,4.82,8,1,2.07,224,7.24,223,0,15.8,224,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
398,2024-02-01,4.77,8,1,2.08,228,7.34,268,0,18.69,228,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
399,2024-02-02,4.8,8,1,2.09,223,7.14,200,0,14.78,223,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
400,2024-02-03,4.78,8,1,2.06,222,7.52,251,0,17.72,222,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
401,2024-02-04,4.78,8,1,2.09,222,6.96,203,0,14.5,222,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
402,2024-02-05,4.77,8,1,2.07,228,7.21,217,0,15.36,228,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
403,2024-02-06,4.77,8,1,2.09,223,7.3,202,0,14.52,223,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
404,2024-02-07,4.81,8,1,2.07,231,7.42,290,0,19.78,231,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
405,2024-02-08,4.79,8,1,2.09,227,8.19,300,0,20.78,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
406,2024-02-09,4.8,8,1,2.08,221,7.74,271,0,18.93,221,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
407,2024-02-10,4.78,8,1,2.08,229,7.29,250,0,17.37,229,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
408,2024-02-11,4.77,8,1,2.09,226,8.15,246,0,17.37,226,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
409,2024-02-12,4.82,8,1,2.08,230,7.77,281,0,19.2,230,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
410,2024-02-13,4.79,8,1,2.07,228,7.44,212,0,15.12,228,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
411,2024-02-14,4.75,8,1,2.08,226,7.8,273,0,19.03,226,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
412,2024-02-15,4.8,8,1,2.09,225,7.77,296,0,20.33,225,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
413,2024-02-16,4.73,8,1,2.09,225,7.53,215,0,15.64,225,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
414,2024-02-17,4.78,8,1,2.07,225,8.04,300,0,20.67,225,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
415,2024-02-18,4.78,8,1,2.08,228,7.62,260,0,17.91,228,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
416,2024-02-19,4.76,8,1,2.09,224,7.61,263,0,18.24,224,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
417,2024-02-20,4.8,8,1,2.08,228,7.87,283,0,19.56,228,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
418,2024-02-21,4.76,8,1,2.09,226,7.27,226,0,15.83,226,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
419,2024-02-22,4.79,8,1,2.07,229,7.53,224,0,15.67,229,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
420,2024-02-23,4.79,8,1,2.07,232,7.81,254,0,17.55,232,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
421,2024-02-24,4.79,8,1,2.09,224,7.73,247,0,17.55,224,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
422,2024-02-25,4.76,8,1,2.09,225,7.57,259,0,17.95,225,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
423,2024-02-26,4.77,8,1,2.08,225,7.65,280,0,19.31,225,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
424,2024-02-27,4.79,8,1,2.09,226,7.58,241,0,17.06,226,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
425,2024-02-28,4.77,8,1,2.09,229,6.93,219,0,15.37,229,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
426,2024-02-29,4.82,8,1,2.08,229,7.61,258,0,17.74,229,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
427,2024-03-01,4.76,8,1,2.08,229,7.42,229,0,15.88,229,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
428,2024-03-02,4.81,8,1,2.08,221,7.81,291,0,20.13,221,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
429,2024-03-03,4.8,8,1,2.08,228,7.74,218,0,15.42,228,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
430,2024-03-04,4.77,8,1,2.09,228,7.4,224,0,15.78,228,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
431,2024-03-05,4.73,8,1,2.08,222,7.63,300,0,20.7,222,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
432,2024-03-06,4.79,8,1,2.09,224,7.34,259,0,18.14,224,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
433,2024-03-07,4.76,8,1,2.08,225,7.93,275,0,19.04,225,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
434,2024-03-08,4.81,8,1,2.08,231,7.93,293,0,19.87,231,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
435,2024-03-09,4.77,8,1,2.1,224,7.26,211,0,15.36,224,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
436,2024-03-10,4.81,8,1,2.07,234,7.99,290,0,19.86,234,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
437,2024-03-11,4.76,8,1,2.08,227,7.54,240,0,16.68,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
438,2024-03-12,4.77,8,1,2.09,228,7.44,228,0,16.01,228,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
439,2024-03-13,4.79,8,1,2.07,227,7.76,273,0,18.89,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
440,2024-03-14,4.78,8,1,2.09,224,7.46,235,0,16.9,224,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
441,2024-03-15,4.79,8,1,2.09,225,7.32,216,0,15.47,225,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
442,2024-03-16,4.79,8,1,2.08,233,7.86,258,0,17.83,233,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
443,2024-03-17,4.78,8,1,2.11,223,7.41,232,0,16.56,223,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
444,2024-03-18,4.79,8,1,2.09,230,7.23,273,0,18.74,230,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
445,2024-03-19,4.74,8,1,2.07,227,7.75,243,0,16.94,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
446,2024-03-20,4.77,8,1,2.09,224,7.84,277,0,19.31,224,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
447,2024-03-21,4.77,8,1,2.08,226,7.85,269,0,18.71,226,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
448,2024-03-22,4.8,8,1,2.08,227,7.84,273,0,18.84,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
449,2024-03-23,4.79,8,1,2.09,230,7.72,283,0,19.35,230,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
450,2024-03-24,4.75,8,1,2.09,224,7.7,257,0,17.77,224,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
451,2024-03-25,4.79,8,1,2.09,229,7.4,276,0,18.83,229,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
452,2024-03-26,4.83,8,1,2.08,226,7.89,231,0,16.46,226,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
453,2024-03-27,4.77,8,1,2.07,229,7.67,246,0,17.25,229,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
454,2024-03-28,4.81,8,1,2.07,227,7.58,281,0,19.24,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
455,2024-03-29,4.77,8,1,2.08,227,7.43,299,0,20.56,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
456,2024-03-30,4.8,8,1,2.08,226,7.6,246,0,17.04,226,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
457,2024-03-31,4.74,8,1,2.08,226,7.53,249,0,17.43,226,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
458,2024-04-01,4.78,8,1,2.09,226,7.95,269,0,18.51,226,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
459,2024-04-02,4.81,8,1,2.09,224,7.4,220,0,15.65,224,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
460,2024-04-03,4.78,8,1,2.08,227,7.77,232,0,16.45,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
461,2024-04-04,4.78,8,1,2.08,224,7.4,240,0,16.98,224,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
462,2024-04-05,4.77,8,1,2.07,230,7.49,203,0,14.3,230,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
463,2024-04-06,4.79,8,1,2.08,228,7.91,236,0,16.82,228,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
464,2024-04-07,4.81,8,1,2.09,224,7.85,224,0,16.09,224,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
465,2024-04-08,4.77,8,1,2.09,229,7.77,299,0,20.52,229,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
466,2024-04-09,4.81,8,1,2.09,225,7.52,284,0,19.58,225,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
467,2024-04-10,4.76,8,1,2.08,228,7.26,268,0,18.5,228,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
468,2024-04-11,4.8,8,1,2.07,233,7.54,238,0,16.4,233,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
469,2024-04-12,4.76,8,1,2.08,227,7.48,205,0,14.88,227,OPMC,OCCUPANCY,OCCUPANCY_SENSOR,General,251400904,OPMC OCCUPANCY_SENSOR Daily Aggregated Data,DataOccupansi.csv,project/data/raw/occupancy/,2025-08-06 19:36:12
