record_id,date,building,level,category,system_type,id_meter_id,id_id,id_stand_energy_kirim,energy_kwh_total,energy_kwh_daily,energy_voltage_l1,energy_voltage_l2,energy_voltage_l3,energy_current_l1,energy_current_l2,energy_current_l3,energy_frequency,energy_power_factor,energy_reactive_import,energy_reactive_export,energy_apparent_import,energy_apparent_export,energy_signal_strength,occupancy_floor_number_mean,occupancy_floor_number_max,occupancy_floor_number_min,occupancy_floor_number_std,occupancy_floor_number_count,occupancy_count_mean,occupancy_count_max,occupancy_count_min,occupancy_count_std,occupancy_count_datapoints,temp_floor,temperature_celsius_mean,temperature_celsius_max,temperature_celsius_min,temperature_celsius_std,temperature_celsius_count,id_n_id,id_stand_energy_terima,lokasi,data_points_count,,,,,,,,
1739,1/23/2024,WITEL,L2,SDP,SDP,251400249,763524,27383183.87,2738.318387,26.64830958,225.8924731,225.6989247,228.4516129,1.344086022,3.505376344,1.47311828,50.01236559,0.800615054,1699230.516,4750467.613,31366716.19,0,-112.4731183,5.22,7.154820471,3.407874977,0.66,203,41.9,64.9,28.4,5.4,220,2,26.7,29.4,24.2,1.4,33,26,0,98,1,,,,,,,,
1740,1/24/2024,WITEL,L2,SDP,SDP,251400249,769255,27584317.84,2758.431784,20.11339729,225.0817844,224.6951673,227.4535316,1.579925651,3.955390335,1.483271375,50.02747212,0.854272491,1712034.706,4792240.584,31600801.96,0,-110.204461,6.18,8,4.846177459,2.23,204,47.9,71.5,37.2,5,229,2,26.7,29.5,25.2,1.1,23,26,0,98,1,,,,,,,,
1741,1/25/2024,WITEL,L2,SDP,SDP,251400249,791543,27916558.33,2791.655833,33.22404895,226.3690476,225.9642857,228.6309524,1.535714286,3.80952381,1.416666667,50.0077381,0.821147619,1728075.381,4853345.429,31983139.86,0,-110.0357143,4.69,7.030279767,2.714479982,0.56,185,46.1,71.1,38.5,10.8,238,2,25.1,28.5,23,1.3,34,26,0,98,1,,,,,,,,
1742,1/26/2024,WITEL,L2,SDP,SDP,251400249,805424,28057621.83,2805.762183,14.10634977,227.0633803,226.8380282,229.3838028,0.940140845,2.89084507,1.221830986,50.00926056,0.801263028,1736941.602,4880346.972,32148223.98,0,-109.8767606,4.85,7.096328655,3.020455456,0.87,180,47.8,65.5,32.9,9.1,254,2,27,30.4,24.8,2,24,26,0,98,1,,,,,,,,
1743,1/27/2024,WITEL,L2,SDP,SDP,251400249,815542,28293020.35,2829.302035,23.5398523,228.2743363,228.4159292,230.0973451,0,1,1,50.00761062,0.821084956,1757234.611,4913237.425,32416709.42,0,-111.079646,3.67,5.169120678,1.70244487,1.05,211,30.7,53.2,23.4,6.3,249,2,26.4,29.2,24.8,1.9,34,26,0,98,1,,,,,,,,
1744,1/28/2024,WITEL,L2,SDP,SDP,251400249,819139,28367514.29,2836.751429,7.449393173,227.8214286,227.8571429,229.7857143,0,1,1,50.01357143,0.829591964,1776343.357,4919695.884,32506049.05,0,-111.7857143,1,2.718306773,1,1.88,223,11.7,23.2,0,5.3,211,2,26.9,30.5,24.5,1.8,26,26,0,98,1,,,,,,,,
1745,1/29/2024,WITEL,L2,SDP,SDP,251400249,822940,28510230.1,2851.02301,14.27158114,226.7087379,226.7378641,228.9126214,1.145631068,2.699029126,1.514563107,50.00805825,0.867219417,1793751.398,4935783.379,32668865.96,0,-112.7572816,5.46,6.849584118,3.648003415,2.18,208,35.9,46.7,20.9,5.6,208,2,25.8,29.3,23.2,1.8,21,26,0,98,1,,,,,,,,
1746,1/30/2024,WITEL,L2,SDP,SDP,251400249,827816,28779407.5,2877.94075,26.91774029,225.7125,225.55,228.0375,1.3625,3.4125,1.6375,50.014125,0.84999375,1810990.213,4969200.575,32971179.6,0,-112.875,5.39,7.541678751,3.932903682,1.54,191,57.7,70,51.3,5.9,233,2,25.8,29.7,23.9,1.9,23,26,0,98,1,,,,,,,,
1747,1/31/2024,WITEL,L2,SDP,SDP,251400249,831570,28992997.47,2899.299747,21.35899684,226.5316456,226.3164557,229,1.696202532,3.417721519,1.506329114,50.01708861,0.835218987,1824158.582,5010263.241,33219478.7,0,-112.5316456,2.22,3.291033275,1,2.36,192,35.7,60.6,28,6.7,257,2,26.8,29.7,24.2,1.4,28,26,0,98,1,,,,,,,,
1748,2/1/2024,WITEL,L2,SDP,SDP,251400249,835593,29167657.14,2916.765714,17.46596745,224.4285714,224.1904762,227.047619,1.80952381,3.595238095,1.595238095,49.99714286,0.83605,1835981.31,5048104.262,33427655.48,0,-111.7619048,5.44,6.627589964,3.44988664,1.23,219,42.3,56.9,34.4,8.1,213,2,26.6,30.2,24.5,1,20,26,0,98,1,,,,,,,,
1749,2/2/2024,WITEL,L2,SDP,SDP,251400249,838413,29412780.19,2941.278019,24.51230458,227.6132075,227.1226415,229.9056604,1.301886792,3.5,1.367924528,50.01707547,0.811513208,1849430.132,5095665.151,33710818.85,0,-113.1698113,4.55,7.534197901,3.276578453,1.98,236,38.8,50.3,32.7,9.3,269,2,26.6,29.4,24.1,1.1,33,26,0,98,1,,,,,,,,
1750,2/3/2024,WITEL,L2,SDP,SDP,251400249,842305,29574580.91,2957.458091,16.18007204,229.1454545,229.1454545,230.9818182,0,1.027272727,1,50.01036364,0.746575455,1860204.545,5131146.845,33902497.23,0,-111.9363636,4.97,6.754731062,3.967946059,0.84,247,15.5,38.9,7.3,10.3,211,2,26.3,28.9,23.5,0.9,35,26,0,98,1,,,,,,,,
1751,2/4/2024,WITEL,L2,SDP,SDP,251400249,846209,29635280.36,2963.528036,6.069944805,228.0178571,228.0535714,230.1071429,0,1,1,50.00901786,0.700569643,1869518.098,5153871.08,33983450.66,0,-111.7678571,3.04,5.282816269,1.367753772,1.48,218,19.1,43.2,10.3,6.3,219,2,28.2,31.8,26.1,1.4,25,26,0,98,1,,,,,,,,
1752,2/5/2024,WITEL,L2,SDP,SDP,251400249,850048,29784645.24,2978.464524,14.9364881,227.5873016,227.4365079,229.9444444,0.793650794,2.626984127,1.301587302,50.01222222,0.779900794,1881709.397,5188153.857,34161461.39,0,-111.9761905,5.08,7.66879696,3.917290907,1.4,219,31.4,43.2,22.3,7,214,2,27.7,29.7,25.7,1.4,26,26,0,98,1,,,,,,,,
1753,2/6/2024,WITEL,L2,SDP,SDP,251400249,854501,29964799.35,2996.479935,18.01541126,227.0779221,226.8831169,229.3766234,1.051948052,2.435064935,1.376623377,50.01058442,0.798627273,1892092.545,5225798.37,34369553.55,0,-112.3506494,5.63,6.736483196,3.963044492,2.09,242,53.2,75.8,41.8,7.8,242,2,28.3,31.3,25.7,1.3,39,26,0,98,1,,,,,,,,
1754,2/7/2024,WITEL,L2,SDP,SDP,251400249,860701,30244583.33,3024.458333,27.97839827,226.6388889,226.375,229.0277778,1.375,3.263888889,1.486111111,50.01527778,0.832140278,1907974.458,5284622.486,34696003.88,0,-111.5138889,6.97,8,5.892825231,0.58,224,56.6,78.5,45.6,8.4,232,2,26.4,29.6,23.9,1.4,26,26,0,98,1,,,,,,,,
1755,2/8/2024,WITEL,L2,SDP,SDP,251400249,863504,30338660.61,3033.866061,9.407727273,228,228.030303,229.969697,0,1,1,50.0330303,0.687243939,1916144.803,5308740.439,34810785,0,-112.9242424,2.99,4.791025048,1.498137478,1.61,244,41,64.6,29.8,5.5,241,2,26.3,28.7,24.1,1.8,20,26,0,98,1,,,,,,,,
1756,2/9/2024,WITEL,L2,SDP,SDP,251400249,867450,30405204.67,3040.520467,6.654406684,228.1401869,228.2149533,230.0654206,0,1,1,50.01570093,0.778834579,1928828.636,5328097.393,34897048.98,0,-111.9439252,3.88,5.751389455,2.463909538,1.29,199,37.7,62.7,25,11.5,230,2,26.2,29,24.6,1.7,37,26,0,98,1,,,,,,,,
1757,2/10/2024,WITEL,L2,SDP,SDP,251400249,871319,30461591.18,3046.159118,5.638650357,228.1323529,228.1470588,230.1029412,0,1,1,50.02705882,0.795117647,1939451.853,5343023.324,34968330.6,0,-112.5588235,1.99,4.940768133,1,0.54,215,10.1,32.9,0,9,232,2,27.4,29.5,24.9,2,23,26,0,98,1,,,,,,,,
1758,2/11/2024,WITEL,L2,SDP,SDP,251400249,875171,30521910,3052.191,6.031882353,228.0875,228.2125,229.9875,0,1,1,50.006875,0.75461,1951637.45,5358767.488,35045008.01,0,-112.0875,2.59,4.049478291,1,2.18,228,23.3,38.5,12,10.7,218,2,27.1,31,24.9,1.6,38,26,0,98,1,,,,,,,,
1759,2/12/2024,WITEL,L2,SDP,SDP,251400249,877957,30760466.67,3076.046667,23.85566667,227.5909091,227.2272727,229.8636364,0.909090909,3.575757576,1.575757576,50.01575758,0.862034848,1971968.803,5398567.773,35321632.77,0,-111.530303,5.82,7.640024204,4.328150458,2.05,213,47.1,66.9,36.2,6.9,209,2,28,30.5,25,1.5,23,26,0,98,1,,,,,,,,
1760,2/13/2024,WITEL,L2,SDP,SDP,251400249,880264,30928108.22,3092.810822,16.76415525,227.9178082,228.2191781,230.0821918,0.506849315,1.547945205,1.164383562,50.0169863,0.823772603,1986857.342,5422465.658,35514879.42,0,-111.9863014,3.2,4.805204641,1.938488307,1.56,211,55,79.1,47.5,5.2,206,2,27,29.9,24.6,1,20,26,0,98,1,,,,,,,,
1761,2/14/2024,WITEL,L2,SDP,SDP,251400249,884376,31067659.29,3106.765929,13.95510729,227.9026549,228.2477876,229.7787611,0,1,1,50.01185841,0.844676991,2007557.965,5440155.628,35678174.15,0,-111.2300885,4.48,7.230131023,3.452943318,1.48,218,54.3,69,39.6,11.5,224,2,28.3,32,25.8,1.1,38,26,0,98,1,,,,,,,,
1762,2/15/2024,WITEL,L2,SDP,SDP,251400249,888586,31217747.71,3121.774771,15.00884144,226.3761468,226.3669725,228.8256881,1.155963303,2.990825688,1.541284404,50.01357798,0.86022844,2028393.147,5457149.394,35849411.18,0,-111.3944954,4.25,6.005810522,3.153272068,0.78,196,33.7,55.3,19.6,10.4,269,2,26.3,28.6,23.4,1,33,26,0,98,1,,,,,,,,
1763,2/16/2024,WITEL,L2,SDP,SDP,251400249,892703,31457666.37,3145.766637,23.99186653,226.8318584,226.7699115,229.1769912,1.194690265,2.769911504,1.389380531,50.02115044,0.810687611,2042127.478,5495957.69,36123104.12,0,-112.079646,4.89,7.496662285,2.901024928,2.26,207,25.4,46.4,15.3,10.7,273,2,26.7,30.3,23.9,1.4,37,26,0,98,1,,,,,,,,
1764,2/17/2024,WITEL,L2,SDP,SDP,251400249,896636,31596758.25,3159.675825,13.90918807,228.2815534,228.3203883,230.1941748,0,1.038834951,1,50.01126214,0.707612621,2050870.126,5526962.087,36289669.2,0,-112.5145631,6.03,8,4.032482826,1.94,184,17,38.4,2.4,6.9,239,2,26.4,30.1,24.3,1.8,31,26,0,98,1,,,,,,,,
1765,2/18/2024,WITEL,L2,SDP,SDP,251400249,901821,31655953.09,3165.595309,5.919483399,227.4444444,227.5555556,229.3950617,0,1,1,50.00617284,0.726125926,2059440.346,5552051.025,36371934.54,0,-113.9382716,1.67,4.39459507,1,1.82,201,6.8,23.3,0,8.8,263,2,26.4,29.2,24.7,1.7,35,26,0,98,1,,,,,,,,
1766,2/19/2024,WITEL,L2,SDP,SDP,251400249,904746,31793483.64,3179.348364,13.75305499,226.9818182,226.6181818,229.2727273,1.072727273,3.154545455,1.490909091,50.01054545,0.842770909,2069243.482,5578370.018,36532343.26,0,-111.9272727,3.76,5.00835742,2.584449385,0.51,213,24.1,41.8,17,7.5,260,2,27.3,29.8,24.6,1.1,35,26,0,98,1,,,,,,,,
1767,2/20/2024,WITEL,L2,SDP,SDP,251400249,908815,31991022.78,3199.102278,19.75391484,226.4683544,226.1012658,228.7721519,0.911392405,2.949367089,1.379746835,50.01316456,0.826124051,2083368.975,5606112.595,36755726.14,0,-111.3924051,4.28,5.875950132,2.671479943,1.38,237,46.3,68.6,32.8,8.4,260,2,27,30,24.6,2,23,26,0,98,1,,,,,,,,
1768,2/21/2024,WITEL,L2,SDP,SDP,251400249,913061,32275079.03,3227.507903,28.40562474,229.0483871,228.5967742,230.9677419,0.387096774,2.129032258,1.225806452,50.00677419,0.795101613,2100786.71,5649782.5,37078824.74,0,-112.5645161,3.04,4.645634437,1.40531228,1.11,224,55.3,77.2,48.6,7.1,258,2,27.4,30.6,25.3,0.8,23,26,0,98,1,,,,,,,,
1769,2/22/2024,WITEL,L2,SDP,SDP,251400249,917507,32548018.82,3254.801882,27.29397913,225.2470588,224.8352941,227.5764706,1.447058824,3.823529412,1.541176471,50.00741176,0.859870588,2117518.588,5694475.918,37388413.62,0,-113.3176471,5.29,6.632463899,3.381178638,1.27,249,39,60.8,33.8,8.3,262,2,27.3,29.8,25,1.2,25,26,0,98,1,,,,,,,,
1770,2/23/2024,WITEL,L2,SDP,SDP,251400249,920334,32719776.79,3271.977679,17.17579622,226.4821429,226.6428571,228.4375,1.053571429,1.303571429,1.446428571,50.00285714,0.822786607,2132215.071,5723029.366,37586512.88,0,-112.3839286,5,6.295225757,3.893689852,2.32,233,28.1,51.2,20.8,10.6,214,2,28,30.8,25.9,1.5,28,26,0,98,1,,,,,,,,
1771,2/24/2024,WITEL,L2,SDP,SDP,251400249,924208,32809211.76,3280.921176,8.943497899,226.8235294,226.9558824,228.6764706,0,1,1,50.00308824,0.751636765,2144029.294,5741199.191,37694870.78,0,-113.6323529,6.02,8,4.221681266,0.64,190,18.7,40.6,13.4,6.4,229,2,27.4,30,24.8,1.6,27,26,0,98,1,,,,,,,,
1772,2/25/2024,WITEL,L2,SDP,SDP,251400249,929075,32887834.18,3288.783418,7.862241251,227.7848101,227.4177215,229.2405063,0,1,1,50.02063291,0.754497468,2159987.278,5762642.342,37797760.44,0,-113.8101266,1.9,3.138280167,1,0.73,208,14.4,37.8,0,10.1,223,2,26.6,30.4,24.5,1,24,26,0,98,1,,,,,,,,
1773,2/26/2024,WITEL,L2,SDP,SDP,251400249,935957,33189744.44,3318.974444,30.19102672,228.5555556,228.6666667,230.4444444,0,1,1,50.04,0.756677778,2177531.222,5814251.889,38142454.11,0,-111.7777778,2.78,4.660141536,1.518218195,1.39,249,31.2,42.2,24.3,5.7,228,2,27.4,30.4,25.3,1.6,30,26,0,98,1,,,,,,,,
1774,2/27/2024,WITEL,L2,SDP,SDP,251400249,936293,33349677.7,3334.96777,15.99332583,227.6756757,227.0405405,229.8851351,0.878378378,4,1.324324324,50.02959459,0.840135811,2184985.209,5840500.155,38321303.76,0,-113.0810811,7.74,8,6.247270665,2.16,249,42.8,53.4,32.5,10,255,2,27.3,29.7,25.4,1.9,20,26,0,98,1,,,,,,,,
1775,2/28/2024,WITEL,L2,SDP,SDP,251400249,941369,33615535.85,3361.553585,26.58581464,226.9811321,226.754717,229.2641509,0.981132075,3.245283019,1.405660377,50.01330189,0.821812264,2192977.368,5891655.849,38631002.55,0,-114.3301887,4.58,5.965412987,3.054453871,1.79,235,52.2,75.9,44.6,11.2,267,2,27.9,30.7,25.8,1.1,21,26,0,98,1,,,,,,,,
1776,2/29/2024,WITEL,L2,SDP,SDP,251400249,949099,33881421.13,3388.142113,26.58852777,228.8169014,228.3802817,230.7323944,0.338028169,2.661971831,1.23943662,50.00591549,0.810330986,2206243.873,5939223.69,38929592.45,0,-115.8873239,2.99,4.045651426,1.936306565,1.6,245,40.9,51.2,28.3,11.2,214,2,28.2,30.4,26.6,1.5,37,26,0,98,1,,,,,,,,
1777,3/1/2024,WITEL,L2,SDP,SDP,251400249,956584,34053756.76,3405.375676,17.233563,226.1801802,226.018018,228.4054054,0.900900901,2.657657658,1.342342342,50.00927928,0.83650991,2216499.739,5966848.505,39122070.24,0,-114.972973,2.12,3.970165073,1,1.92,236,37.1,47.5,28.9,7.4,208,2,27.3,31,25,1.3,29,26,0,98,1,,,,,,,,
1778,3/2/2024,WITEL,L2,SDP,SDP,251400249,962135,34273914.86,3427.391486,22.01581081,227.2972973,227.472973,228.9189189,0,1.040540541,1,50.02162162,0.744775676,2230202.081,6003887.824,39376794.31,0,-114.7432432,3.75,6.226033204,2.212160297,1.39,245,16.6,32.4,10.1,5.6,239,2,27.2,29.3,24.6,1.8,21,26,0,98,1,,,,,,,,
1779,3/3/2024,WITEL,L2,SDP,SDP,251400249,965927,34342320.95,3434.232095,6.840608752,227.447619,227.5619048,229.2,0,1,1,50.01152381,0.760458095,2244477.105,6021860.895,39465895.81,0,-114.0952381,4.83,5.931610901,3.330452225,1.34,203,25.3,39.5,11.6,6.1,231,2,25.6,28.5,23.4,1.6,32,26,0,98,1,,,,,,,,
1780,3/4/2024,WITEL,L2,SDP,SDP,251400249,969730,34487154.21,3448.715421,14.48332532,226.8691589,226.728972,229.0841121,1.046728972,2.887850467,1.579439252,49.99934579,0.838331776,2258365.29,6048988.953,39637080.07,0,-112.5140187,5.05,7.853624046,3.465164085,2.04,249,61.7,79.9,51,8,211,2,27.5,30.2,25.5,1.2,21,26,0,98,1,,,,,,,,
1781,3/5/2024,WITEL,L2,SDP,SDP,251400249,973866,34693177.03,3469.317703,20.60228214,226.527027,226.0540541,228.7567568,1.013513514,3.337837838,1.297297297,49.99986486,0.832071622,2272213.946,6083194.568,39870842.77,0,-111.8378378,2.31,4.119591629,1,2.04,193,51.3,68.7,44.5,5.9,228,2,27.2,30.7,24.6,1.1,38,26,0,98,1,,,,,,,,
1782,3/6/2024,WITEL,L2,SDP,SDP,251400249,977771,35034167.37,3503.416737,34.09903414,226.2421053,225.7368421,228.4421053,0.821052632,3.673684211,1.442105263,50.008,0.853648421,2287448.168,6137343.326,40247701.2,0,-112.8315789,5.1,7.683071692,3.452941397,0.78,228,14.3,25.6,9.1,11.9,225,2,28.3,30.3,25.4,1.3,32,26,0,98,1,,,,,,,,
1783,3/7/2024,WITEL,L2,SDP,SDP,251400249,983014,35269209.09,3526.920909,23.50417225,226.6753247,226.9350649,228.4155844,0.25974026,1.155844156,1.480519481,50.01597403,0.842009091,2305104.636,6179462.987,40511391.36,0,-113.8961039,6.1,7.229103839,4.304332406,1.92,227,49,63.6,36.9,10.9,252,2,27.5,31.4,25.3,1.3,23,26,0,98,1,,,,,,,,
1784,3/8/2024,WITEL,L2,SDP,SDP,251400249,985650,35344375.81,3534.437581,7.516671554,226.2741935,226.1129032,227.8870968,0,1.935483871,1.35483871,50.01064516,0.847,2314037.903,6194944.29,40599309.92,0,-114.2258065,6.18,7.242441837,4.629593396,0.64,240,44.8,58.5,30.2,6,248,2,29,32.9,26.2,1.1,23,26,0,98,1,,,,,,,,
1785,3/9/2024,WITEL,L2,SDP,SDP,251400249,989456,35463514.04,3546.351404,11.91382286,228.1929825,228.4561404,229.877193,0,1,1,50.01245614,0.76742807,2325425.947,6219026.772,40736592.75,0,-113.0175439,5.79,7.94934913,4.731157859,2.38,181,28.7,41.8,20.3,6,227,2,27.1,30.1,25.4,1.2,30,26,0,98,1,,,,,,,,
1786,3/10/2024,WITEL,L2,SDP,SDP,251400249,993620,35521113.51,3552.111351,5.759947843,228.3783784,228.5540541,230.1216216,0,1,1,50.02067568,0.779345946,2337475.095,6233025.095,40809625.19,0,-114.1756757,4.98,6.145150832,3.089080723,2.36,181,17.6,33.7,9.3,5.4,210,2,28,30.8,25.8,1.4,26,26,0,98,1,,,,,,,,
1787,3/11/2024,WITEL,L2,SDP,SDP,251400249,997556,35590867.59,3559.086759,6.975407908,228.2777778,228.5,230.1851852,0,1,1,50.01694444,0.781362037,2352146.972,6249724.787,40897636.94,0,-113.6388889,2.65,4.846692607,1.574970697,1.33,239,44.1,59.2,30,8.6,207,2,28.3,32.1,25.7,1.2,29,26,0,98,1,,,,,,,,
1788,3/12/2024,WITEL,L2,SDP,SDP,251400249,1001494,35674449.55,3567.444955,8.358195696,227.5945946,227.6126126,229.3873874,0.027027027,1.324324324,1.081081081,50.01540541,0.814055856,2364722.856,6268917.009,40999081.37,0,-112.8468468,2.28,3.681537992,1,0.92,241,31.3,47.6,22.7,9.3,263,2,26.9,29.4,24.9,1.3,34,26,0,98,1,,,,,,,,
1789,3/13/2024,WITEL,L2,SDP,SDP,251400249,1005604,35814819.05,3581.481905,14.03694981,226.8952381,226.6380952,228.8666667,0.504761905,2.59047619,1.438095238,50.01914286,0.817501905,2379594.724,6297864.371,41165201.22,0,-112.9047619,2.57,4.469239029,1.101355565,0.82,243,26.4,50.9,13.4,8.5,231,2,26.9,30.9,24.6,1.3,35,26,0,98,1,,,,,,,,
1790,3/14/2024,WITEL,L2,SDP,SDP,251400249,1009596,36010096.49,3601.009649,19.52774436,227.0438596,226.9649123,228.9912281,0.456140351,2.210526316,1.438596491,50.015,0.813120175,2395867.982,6339413.132,41395571.15,0,-111.9210526,4.3,6.117266126,2.326718769,0.5,199,46.1,62.5,39.2,9.4,236,2,27.4,31.4,24.8,1,38,26,0,98,1,,,,,,,,
1791,3/15/2024,WITEL,L2,SDP,SDP,251400249,1013616,36179756.88,3617.975688,16.96603895,226.5137615,226.3853211,228.4495413,0.541284404,2.422018349,1.550458716,50.01256881,0.82226422,2410398.56,6376560.624,41595186.82,0,-113.5504587,4.4,6.536327392,2.713393744,1.1,242,46.5,58.3,31.7,10.4,224,2,27.5,29.5,24.8,1.5,31,26,0,98,1,,,,,,,,
1792,3/16/2024,WITEL,L2,SDP,SDP,251400249,1019876,36330206.42,3633.020642,15.04495413,228.4770642,228.5412844,230.0183486,0,1,1,50.0006422,0.773155963,2423863.211,6413679.294,41777547.5,0,-115.4862385,5.03,7.06673686,3.335482943,1.46,201,11.7,24.5,0,9,205,2,26.7,29.7,24.8,1.3,38,26,0,98,1,,,,,,,,
1793,3/17/2024,WITEL,L2,SDP,SDP,251400249,1027820,36394600,3639.46,6.439357798,227.317757,227.3831776,228.9439252,0,1,1,50.01130841,0.77312243,2435483.411,6431976.542,41859883.38,0,-115.3271028,4.16,6.757535847,3.073909729,2.16,245,19.8,41.7,6.9,9.4,245,2,26.4,29.7,24.8,1.1,25,26,0,98,1,,,,,,,,
1794,3/18/2024,WITEL,L2,SDP,SDP,251400249,1035548,36544085.33,3654.408533,14.94853333,228.1733333,228.0133333,230.04,0.24,2.12,1.226666667,50.00373333,0.793074667,2449926.653,6462455.107,42035885.73,0,-115.4,4.55,7.106303343,3.032687577,2.34,244,36.3,56.5,23.5,9.7,235,2,28.4,31.5,26.1,1.1,39,26,0,98,1,,,,,,,,
1795,3/19/2024,WITEL,L2,SDP,SDP,251400249,1043176,36683507.64,3668.350764,13.94223056,226.9722222,226.8819444,228.9861111,0.569444444,2.194444444,1.5,50.00388889,0.821448611,2462354.799,6489354.597,42198711.23,0,-113.5138889,3.28,4.640106681,1.998746762,0.97,235,45.8,60.3,40,7.1,226,2,29,31.9,27.1,1.1,26,26,0,98,1,,,,,,,,
1796,3/20/2024,WITEL,L2,SDP,SDP,251400249,1049684,36912869.39,3691.286939,22.93617489,226.4897959,226.2857143,228.5714286,0.510204082,2.704081633,1.43877551,50.01836735,0.818631633,2481562.959,6535375.571,42469284.26,0,-113.1428571,1,2.581221626,1,0.96,247,33.1,57.5,20.6,9.9,256,2,28,31.8,26.3,0.8,20,26,0,98,1,,,,,,,,
1797,3/21/2024,WITEL,L2,SDP,SDP,251400249,1053164,37161400.91,3716.140091,24.85315213,226.9909091,227.0909091,229.6090909,2,2.954545455,1.363636364,50.01781818,0.851604545,2500383.455,6578428.882,42754448.32,0,-112.6727273,5.05,6.431948776,3.564649733,0.79,234,50.2,65.5,37.1,11.6,272,2,26.3,30,24.2,1.5,31,26,0,98,1,,,,,,,,
1798,3/22/2024,WITEL,L2,SDP,SDP,251400249,1057251,37421927.83,3742.192783,26.0526917,227.2434783,226.9304348,229.1130435,0.513043478,2.182608696,1.460869565,50.00782609,0.80384087,2520736.374,6619389.313,43049476.5,0,-115.0521739,5.98,7.029788643,4.260978757,1.83,231,40.9,54.8,27.5,11.5,222,2,27.4,30.7,24.4,1.4,39,26,0,98,1,,,,,,,,
1799,3/23/2024,WITEL,L2,SDP,SDP,251400249,1060588,37536786.9,3753.67869,11.48590787,228.2857143,228.297619,230.1666667,0,1,1,50.01928571,0.749294048,2533730.381,6646799.631,43187730.51,0,-113.0119048,1.74,4.732460248,1,1.76,193,20.7,44.9,8.1,7.2,237,2,29.3,32.7,27.4,0.8,21,26,0,98,1,,,,,,,,
1800,3/24/2024,WITEL,L2,SDP,SDP,251400249,1067073,37619189.04,3761.918904,8.240213633,227.260274,227.4383562,229.109589,0,1.054794521,1,50.01410959,0.773664384,2551504.493,6667449.849,43294898.78,0,-113.7945205,2.14,4.515034969,1,1.75,214,15.7,34.2,6.7,8,220,2,27.9,30.3,26,1.7,36,26,0,98,1,,,,,,,,
1801,3/25/2024,WITEL,L2,SDP,SDP,251400249,1070783,37778428.38,3777.842838,15.92393373,226.3918919,226.1081081,228.4189189,0.567567568,2.945945946,1.5,50.01716216,0.829032432,2566955.608,6695901.554,43479058.28,0,-109.0945946,3.73,6.196855807,2.113534514,2.48,191,37.1,60.4,25.9,10.3,226,2,27.4,29.5,25.4,1.1,29,26,0,98,1,,,,,,,,
1802,3/26/2024,WITEL,L2,SDP,SDP,251400249,1077091,37940484.25,3794.048425,16.20558736,226.6850394,226.3858268,228.6692913,0.433070866,2.598425197,1.401574803,50.01173228,0.814558268,2580471.047,6725349.079,43665848.02,0,-110.1968504,3.67,4.680219227,1.86576348,2.37,219,31.5,54.2,22.2,5.4,243,2,27.7,31.2,24.9,1.3,38,26,0,98,1,,,,,,,,
1803,3/27/2024,WITEL,L2,SDP,SDP,251400249,1083505,38166828.95,3816.682895,22.63446954,227.6578947,226.9912281,229.7631579,0.447368421,3.526315789,1.368421053,50.01675439,0.831359649,2597760.395,6766809.456,43924853.49,0,-108.5877193,7.42,8,6.021496476,1.5,204,41.3,64.7,26.6,10.7,211,2,26.2,28.7,23.8,1,37,26,0,98,1,,,,,,,,
1804,3/28/2024,WITEL,L2,SDP,SDP,251400249,1089761,38444583.12,3844.458312,27.77541695,227.1948052,226.6753247,229.2597403,0.532467532,3.246753247,1.441558442,50.00987013,0.816637662,2615789.013,6815978.039,44240781.51,0,-108.5714286,2.16,3.820903592,1,1.91,182,46.7,57,34,5.3,245,2,29.2,31.3,27.1,0.9,25,26,0,98,1,,,,,,,,
1805,3/29/2024,WITEL,L2,SDP,SDP,251400249,1096011,38536283.53,3853.628353,9.170041253,229,229.0117647,230.7294118,0,1,1,50.00847059,0.748657647,2627048.435,6836340.776,44353025.84,0,-110.0117647,4.49,5.972581715,2.536478243,1.14,218,45.6,69,34.8,6.5,276,2,28,31.8,26.4,1.7,27,26,0,98,1,,,,,,,,
1806,3/30/2024,WITEL,L2,SDP,SDP,251400249,1102333,38590319.05,3859.031905,5.403551821,227.7857143,227.8095238,229.6428571,0,1,1,50.00583333,0.746964286,2638146.988,6851374.893,44424319.36,0,-108.9761905,2.92,5.713305446,1.332885569,0.92,236,15.2,34.1,6.8,7.5,218,2,29.1,31.8,26.7,1.9,28,26,0,98,1,,,,,,,,
1807,3/31/2024,WITEL,L2,SDP,SDP,251400249,1108889,38660057.14,3866.005714,6.973809524,228.0285714,227.9904762,229.8666667,0,1,1,50.00666667,0.751954286,2653007.619,6870136.752,44515567.57,0,-108.952381,3.22,5.358156142,2.076913326,2.11,194,14.4,30.3,6.6,8,253,2,27,29.7,24.9,1.8,35,26,0,98,1,,,,,,,,
1808,4/1/2024,WITEL,L2,SDP,SDP,251400249,1114599,38795859.79,3879.585979,13.5802651,227.2783505,226.8041237,229.2474227,0.443298969,3.092783505,1.360824742,50.00463918,0.840285567,2666904.309,6895089.619,44672131.95,0,-108.7216495,4.87,6.029316912,3.48996307,1.32,239,43.7,57.8,36.9,5.6,227,2,27,30.1,24.3,1.6,32,26,0,98,1,,,,,,,,
