record_id,date,building,level,category,system_type,id_meter_id,id_id,id_stand_energy_kirim,energy_kwh_total,energy_kwh_daily,energy_voltage_l1,energy_voltage_l2,energy_voltage_l3,energy_current_l1,energy_current_l2,energy_current_l3,energy_frequency,energy_power_factor,energy_reactive_import,energy_reactive_export,energy_apparent_import,energy_apparent_export,energy_signal_strength,occupancy_floor_number_mean,occupancy_floor_number_max,occupancy_floor_number_min,occupancy_floor_number_std,occupancy_floor_number_count,occupancy_count_mean,occupancy_count_max,occupancy_count_min,occupancy_count_std,occupancy_count_datapoints,temp_floor,temperature_celsius_mean,temperature_celsius_max,temperature_celsius_min,temperature_celsius_std,temperature_celsius_count,id_n_id,id_stand_energy_terima,lokasi,data_points_count,,,,,,,,
1,1/1/2024,WITEL,L2,AHU,AHU,251400247,605043,19159377.06,1915.937706,180.8505588,227.3119266,227.5504587,229.4036697,0,0,0,50.00256881,0.35343578,251920,4801904.229,22762431.84,0,-92.94495413,3.87,6.642758851,2.67602382,2.18,235,67.3,87.6,54.7,11,239,2,24.2,26.7,22.1,1.5,36,13,0,103,1,,,,,,,,
2,1/2/2024,WITEL,L2,AHU,AHU,251400247,608776,19241144.54,1924.114454,8.17674736,226.7815126,227.0168067,228.8739496,0.268907563,1.218487395,1.773109244,50.00495798,0.544610924,251920,4837804.479,22870328.13,0,-93.5210084,1.83,4.186822133,1,2.41,233,48,69.6,34.8,5.6,201,2,25.6,27.8,22.7,0.8,35,13,0,103,1,,,,,,,,
3,1/3/2024,WITEL,L2,AHU,AHU,251400247,612421,19410110.26,1941.011026,16.89657186,227.7008547,228.1282051,229.6410256,0.376068376,0.982905983,1.504273504,50.01837607,0.528900855,251920,4891138.932,23078211.07,0,-94.06837607,1.78,3.797468581,1,1.22,214,38,58.9,31.9,9.8,233,2,26.1,29.8,24.3,0.9,30,13,0,103,1,,,,,,,,
4,1/4/2024,WITEL,L2,AHU,AHU,251400247,615933,19547332.38,1954.733238,13.72221245,226.7428571,227.1333333,228.4190476,0.228571429,0.59047619,1.676190476,49.998,0.534461905,251920,4944554.571,23252800.27,0,-93.8,3.94,6.058463342,2.431170599,2.24,181,40.5,62.6,32.4,8.3,226,2,24.5,27.3,21.9,1.6,37,13,0,103,1,,,,,,,,
5,1/5/2024,WITEL,L2,AHU,AHU,251400247,619392,19645649.4,1964.56494,9.831701664,226.5060241,226.626506,228.2650602,0.421686747,1.662650602,0.951807229,50.00638554,0.553814458,251920,4985644.542,23378306.1,0,-93.06024096,4.15,6.291966835,2.504092955,0.88,229,53.2,74,47.5,11.6,273,2,26.4,28.6,23.9,0.8,35,13,0,103,1,,,,,,,,
6,1/6/2024,WITEL,L2,AHU,AHU,251400247,623087,19766809.09,1976.680909,12.11596933,228.4909091,228.8,230.4909091,0,0,0,50.02009091,0.349521818,251920,5044476.145,23543804.43,0,-94.1,1,2.250282626,1,1.07,214,24.5,46.2,18.8,9.3,235,2,25.3,28.5,23,1.1,38,13,0,103,1,,,,,,,,
7,1/7/2024,WITEL,L2,AHU,AHU,251400247,626670,19779182.69,1977.918269,1.23736014,228.0865385,228.3269231,230.1153846,0,0,0,50.0075,0.350942308,251920,5073662.625,23578074.43,0,-93.375,7.45,8,6.185376244,2.46,240,16.2,30.7,8.3,6.9,228,2,25.9,28.3,24.2,0.9,32,13,0,103,1,,,,,,,,
8,1/8/2024,WITEL,L2,AHU,AHU,251400247,631443,19889128,1988.9128,10.99453077,225.5733333,225.84,227.1866667,0.266666667,1.506666667,2.173333333,50.00853333,0.561089333,251920,5121766.92,23723539.56,0,-94.05333333,5.46,8,3.800063616,2.1,227,17.1,28.5,7.8,5.1,238,2,27.3,29.8,25.1,1.2,27,13,0,103,1,,,,,,,,
9,1/9/2024,WITEL,L2,AHU,AHU,251400247,634333,20034723.28,2003.472328,14.55952759,226.6724138,226.9396552,228.2844828,0.405172414,1.275862069,2.474137931,50.00655172,0.537044828,251920,5163964.879,23899464.25,0,-93.4137931,4.67,5.860825101,2.913941733,2.12,227,15.3,38.4,2.9,6.7,238,2,25.9,28.2,23.6,1.5,25,13,0,103,1,,,,,,,,
10,1/10/2024,WITEL,L2,AHU,AHU,251400247,638024,20187143.04,2018.714304,15.24197621,226.7594937,226.9873418,228.5696203,0.860759494,1.392405063,1.772151899,50.0278481,0.473297468,251920,5223065.456,24097039.62,0,-94.60759494,3.93,5.211629036,2.845222067,1.62,245,33.5,56.7,25.1,7.6,225,2,26.1,28.4,23.5,1.4,26,13,0,103,1,,,,,,,,
11,1/11/2024,WITEL,L2,AHU,AHU,251400247,642408,20344672.54,2034.467254,15.75295044,227.1864407,227.4440678,228.9864407,0.481355932,1.020338983,1.857627119,50.01545763,0.566497966,251920,5277965.654,24295477.13,0,-92.77627119,4.25,6.170301536,3.138353362,1.04,206,29.6,54,16.6,9,241,2,26.3,28.6,24,1.9,32,13,0,103,1,,,,,,,,
12,1/12/2024,WITEL,L2,AHU,AHU,251400247,651527,20481826.5,2048.18265,13.71539534,227.1794872,227.3931624,229.0512821,0.094017094,0.897435897,1.076923077,50.00606838,0.476373504,251920,5332197.726,24476105.49,0,-93.47863248,3.48,5.802203903,2.000703283,2.2,224,40.5,53.1,28.1,11.8,274,2,25.3,27.6,22.7,1.4,28,13,0,103,1,,,,,,,,
13,1/13/2024,WITEL,L2,AHU,AHU,251400247,659401,20537507.41,2053.750741,5.568091168,227.8425926,228.1388889,229.8055556,0,0,0,50.00222222,0.351682407,251920,5372703.037,24567779.27,0,-93.17592593,2.74,5.171406611,1.408371638,1.16,222,12.5,36.8,0.1,11.1,202,2,25.1,27.8,23.2,1,29,13,0,103,1,,,,,,,,
14,1/14/2024,WITEL,L2,AHU,AHU,251400247,666985,20549737.96,2054.973796,1.223055556,227.537037,227.712963,229.5462963,0,0,0,50.00296296,0.352934259,251920,5401372.667,24601492.54,0,-93.28703704,3.99,6.381590444,2.289454251,0.84,224,29.1,50.9,16.9,10.1,273,2,25,28.8,23.4,1.2,39,13,0,103,1,,,,,,,,
15,1/15/2024,WITEL,L2,AHU,AHU,251400247,676557,20657153.52,2065.715352,10.74155582,225.8450704,226.1408451,227.9014085,0.816901408,2.492957746,2.408450704,50.02126761,0.676369014,251920,5452543.183,24753668.3,0,-92.28169014,3.6,5.909834134,1.960159043,2.28,203,33.3,45,20.3,7.1,263,2,26.1,29.6,24.2,1.2,30,13,0,103,1,,,,,,,,
16,1/16/2024,WITEL,L2,AHU,AHU,251400247,686467,20876511.11,2087.651111,21.935759,227.6222222,227.7333333,229.1777778,0,1.088888889,1.622222222,50.01711111,0.501824444,251920,5523001.533,25039523.22,0,-93.28888889,4.2,5.910459171,2.824559893,1.86,230,39.9,63.7,26,10,266,2,24.1,28.1,22.4,1.1,32,13,0,103,1,,,,,,,,
17,1/17/2024,WITEL,L2,AHU,AHU,251400247,689491,20964277.61,2096.427761,8.776649625,227.1288344,227.3343558,228.8067485,0.432515337,0.975460123,1.978527607,50.01797546,0.568732209,251920,5559758.804,25155501.08,0,-92.80674847,4.45,7.060203091,3.375390363,0.68,196,60.9,78.4,52.5,7.3,255,2,24.2,28,22.2,1.4,25,13,0,103,1,,,,,,,,
18,1/18/2024,WITEL,L2,AHU,AHU,251400247,700007,21072562.7,2107.25627,10.82850936,226.7813505,227.0257235,228.8488746,0.655948553,1.440514469,1.054662379,50.02430868,0.490700322,251920,5607481.405,25303876.79,0,-92.62057878,5.94,7.591403545,4.122621017,1.35,227,21,44.2,13.5,9.8,204,2,25.5,29.4,23.2,1.4,34,13,0,103,1,,,,,,,,
19,1/19/2024,WITEL,L2,AHU,AHU,251400247,712907,21177413.51,2117.741351,10.48508125,227.2432432,227.4594595,228.9864865,0.459459459,0.716216216,1.27027027,50.00702703,0.474452703,251920,5664168.608,25467994.11,0,-92.27027027,2.49,3.998718214,1,1.81,214,48.7,66.3,43.3,11.3,270,2,26.8,29.1,24.2,2,20,13,0,103,1,,,,,,,,
20,1/20/2024,WITEL,L2,AHU,AHU,251400247,727503,21243481.43,2124.348143,6.606791506,227.9857143,228.3142857,229.8714286,0,0,0,49.99885714,0.351134286,251920,5715566.371,25580016.23,0,-94.81428571,4.73,7.651575519,3.684870581,1.27,246,14.3,35.5,2.3,8.9,228,2,26.2,29.4,23.7,1.9,35,13,0,103,1,,,,,,,,
21,1/21/2024,WITEL,L2,AHU,AHU,251400247,745419,21258139.29,2125.813929,1.465785714,227.452381,227.7142857,229.3809524,0,0,0,50.00380952,0.353560714,251920,5749906.405,25620414.61,0,-97.10714286,2.84,4.811320641,1.510984962,1.29,195,8.4,31.5,0,6.7,240,2,27,29.2,25.1,1.5,30,13,0,103,1,,,,,,,,
22,1/22/2024,WITEL,L2,AHU,AHU,251400247,755571,21301725.47,2130.172547,4.358618245,227.1235955,227.2247191,229.0299625,0.393258427,1.262172285,1.164794007,50.01805243,0.48649176,251920,5776901.348,25684909.69,0,-96.37453184,6.3,8,4.604908826,0.57,243,31.6,49.7,26,11,268,2,26.4,28.8,24.4,0.9,37,13,0,103,1,,,,,,,,
23,1/23/2024,WITEL,L2,AHU,AHU,251400247,763507,21535966.67,2153.596667,23.42411985,228.6344086,228.8387097,230.6989247,0,0.161290323,0,50.02096774,0.364992473,251920,5848525.29,25972679.94,0,-97.22580645,4.44,7.033978657,3.421219387,1.99,206,45.1,64,39.9,10.3,254,2,26.1,28.8,23.2,0.8,33,13,0,103,1,,,,,,,,
24,1/24/2024,WITEL,L2,AHU,AHU,251400247,769253,21706367.37,2170.636737,17.04007018,226.4336842,226.5705263,228.1789474,0.505263158,2.094736842,2.031578947,50.01423158,0.580115789,251920,5895536.912,26170609.79,0,-97.87368421,6.55,8,5.209086663,2.46,192,59.3,75.4,51.5,11.5,269,2,25.6,28.8,23,1.3,35,13,0,103,1,,,,,,,,
25,1/25/2024,WITEL,L2,AHU,AHU,251400247,786236,21927840.68,2192.784068,22.14733095,226.9576271,226.8983051,228.8389831,0.584745763,2.194915254,1.652542373,50.00889831,0.559475424,251920,5947126.958,26421827.56,0,-97.77118644,3.33,5.480187731,1.789853537,1.9,197,49.7,64.2,42.3,10.4,224,2,26.5,30.2,24.1,2,39,13,0,103,1,,,,,,,,
26,1/26/2024,WITEL,L2,AHU,AHU,251400247,805429,22093180,2209.318,16.5339322,226.9213115,227.095082,228.9770492,0.459016393,1.386885246,1.055737705,50.00747541,0.503993115,251920,5988305.564,26612021.76,0,-97.19016393,3.76,4.918611386,2.164455014,1.78,200,23.9,35.9,13.3,9.1,234,2,25.9,28,23,0.9,31,13,0,103,1,,,,,,,,
27,1/27/2024,WITEL,L2,AHU,AHU,251400247,815548,22299661.74,2229.966174,20.64817391,228.4347826,228.5826087,230.4608696,0,0,0,50.01034783,0.350035652,251920,6042182.061,26848633.98,0,-97.53043478,4.19,6.051002203,3.094736715,1.5,200,13.5,24.7,5.3,10.7,231,2,26.1,28.6,23.4,1.9,25,13,0,103,1,,,,,,,,
28,1/28/2024,WITEL,L2,AHU,AHU,251400247,819133,22312218.42,2231.221842,1.255668192,227.7807018,227.8684211,229.9035088,0,0,0,50.01114035,0.35215,251920,6071564.868,26883221.8,0,-97.97368421,2.01,4.524347272,1,2.13,225,17.3,31.4,6.9,5.3,239,2,26.8,29.4,24.5,1.6,30,13,0,103,1,,,,,,,,
29,1/29/2024,WITEL,L2,AHU,AHU,251400247,822944,22386815.97,2238.681597,7.459754533,227.2352941,227.302521,229.3697479,0.831932773,1.907563025,0.369747899,50.01117647,0.523810924,251920,6112681.454,26987443.66,0,-98.1092437,6.07,8,4.28672106,2.17,195,20.5,39.9,13,10.4,257,2,26.6,30.4,24.4,2,29,13,0,103,1,,,,,,,,
30,1/30/2024,WITEL,L2,AHU,AHU,251400247,826652,22526324.55,2252.632455,13.95085791,226.8,226.9181818,228.9090909,0.309090909,1.909090909,0,50.01245455,0.543857273,251920,6165927.318,27164946.18,0,-98.22727273,3.26,5.271536904,1.750935739,1.85,214,54.2,70.6,46.8,5.8,208,2,26.2,29.3,24.2,1.5,21,13,0,103,1,,,,,,,,
31,1/31/2024,WITEL,L2,AHU,AHU,251400247,830523,22653202.56,2265.320256,12.68780186,227.4871795,227.5042735,229.6666667,0.358974359,2,0,50.01094017,0.533783761,251920,6210471.436,27321176.28,0,-97.22222222,5.38,8,4.15641872,1.81,198,45,65.5,34.6,10.5,225,2,25.7,28.8,24.2,1.8,30,13,0,103,1,,,,,,,,
32,2/1/2024,WITEL,L2,AHU,AHU,251400247,834391,22791801.69,2279.180169,13.85991308,226.8305085,226.9915254,228.7881356,0.415254237,1.406779661,1.474576271,50.00288136,0.53789322,251920,6257573.127,27494608.42,0,-96.91525424,3.59,5.317187712,2.459117666,1.36,203,56.6,70,49.1,9.1,276,2,26.6,29.4,23.7,1.7,30,13,0,103,1,,,,,,,,
33,2/2/2024,WITEL,L2,AHU,AHU,251400247,838436,22953280.83,2295.328083,16.14791384,227.6416667,227.8583333,229.675,0.725,0.983333333,1.483333333,50.0145,0.510949167,251920,6311576.025,27703866.81,0,-97.43333333,5.75,6.813970632,4.285907579,1.16,194,35.4,49.6,24.8,5.1,278,2,26.7,30.5,24.8,1.3,28,13,0,103,1,,,,,,,,
34,2/3/2024,WITEL,L2,AHU,AHU,251400247,842334,23031538.84,2303.153884,7.825800964,229.2561983,229.3636364,231.2396694,0,0,0,50.01471074,0.348318182,251920,6352988.355,27821685.12,0,-97.88429752,1.95,3.186485859,1,1.62,224,23.5,37.1,9.7,8.7,221,2,27,29.5,24.8,1.1,33,13,0,103,1,,,,,,,,
35,2/4/2024,WITEL,L2,AHU,AHU,251400247,846230,23044440.19,2304.444019,1.290134394,228.1775701,228.364486,230.271028,0,0,0,50.00869159,0.351225234,251920,6383484.71,27857486.03,0,-97.89719626,5.72,7.491298924,4.616477491,1.66,244,22.2,32.9,10.7,10,256,2,26.7,29.3,25.2,1.7,27,13,0,103,1,,,,,,,,
36,2/5/2024,WITEL,L2,AHU,AHU,251400247,850045,23153749.28,2315.374928,10.93090884,227.6304348,227.8043478,229.7608696,0.355072464,1.471014493,1.224637681,50.0076087,0.512144203,251920,6426388.101,27996889.83,0,-98.48550725,5.34,6.726341107,3.663197237,1.33,205,31.9,42.5,22.2,6.5,213,2,26.1,29.5,24,1.5,37,13,0,103,1,,,,,,,,
37,2/6/2024,WITEL,L2,AHU,AHU,251400247,854509,23269300,2326.93,11.55507246,227.6466165,227.6390977,229.887218,0.172932331,1.473684211,0,50.0075188,0.50943609,251920,6465766.985,28139988.84,0,-98.02255639,6.62,8,4.926206876,2,181,45.5,57.5,35,8,245,2,26.7,29.9,24.6,1.9,31,13,0,103,1,,,,,,,,
38,2/7/2024,WITEL,L2,AHU,AHU,251400247,859739,23379292.17,2337.929217,10.99921739,227.1043478,227.3217391,229.1913043,0.060869565,0.973913043,1.086956522,50.01634783,0.458444348,251920,6514145.2,28289262.9,0,-97.48695652,2.06,3.956608672,1,1.58,219,24.2,44.4,18.1,9.8,241,2,26.6,29.3,24,1.8,37,13,0,103,1,,,,,,,,
39,2/8/2024,WITEL,L2,AHU,AHU,251400247,863444,23435083.62,2343.508362,5.579144678,228.2586207,228.4568966,230.25,0,0,0,50.02801724,0.351143966,251920,6553865.112,28382971.47,0,-96.78448276,4.05,5.062888318,2.778949303,0.84,211,61.3,75.4,52.8,11.9,213,2,27.5,31.2,25.3,0.8,38,13,0,103,1,,,,,,,,
40,2/9/2024,WITEL,L2,AHU,AHU,251400247,867484,23448090.99,2344.809099,1.30073703,227.9459459,228.1531532,229.954955,0,0,0,50.01603604,0.352483784,251920,6584360.775,28418846.53,0,-97.07207207,3,5.246066396,1.0307595,1.03,243,40.2,63.6,25.5,9.7,222,2,26.8,29.7,24,2,29,13,0,103,1,,,,,,,,
41,2/10/2024,WITEL,L2,AHU,AHU,251400247,871317,23460746.61,2346.074661,1.265561918,228.2372881,228.3813559,230.2542373,0,0,0,50.02152542,0.352113559,251920,6613929.797,28453619.3,0,-97.09322034,1,3.295104576,1,0.69,207,19.9,44.6,7.8,11.4,201,2,27.5,30.6,26,1.6,26,13,0,103,1,,,,,,,,
42,2/11/2024,WITEL,L2,AHU,AHU,251400247,875194,23471350,2347.135,1.060338983,228,228.2682927,230.0365854,0,0,0,50.00292683,0.352263415,251920,6638844.073,28482882.35,0,-97.06097561,3.95,6.10206392,2.842871169,0.71,238,14.9,39.5,2.3,9.7,237,2,25.7,28.6,23.3,1.9,27,13,0,103,1,,,,,,,,
43,2/12/2024,WITEL,L2,AHU,AHU,251400247,877954,23599252.46,2359.925246,12.7902459,227.6885246,227.5901639,230.1311475,0.278688525,3.114754098,0,50.01639344,0.612906557,251920,6689913.672,28643819.44,0,-97.75409836,7.4,8,5.710106441,2.34,243,45.5,60.4,33,6.3,269,2,26.1,30,23.7,1.1,20,13,0,103,1,,,,,,,,
44,2/13/2024,WITEL,L2,AHU,AHU,251400247,880276,23700471.56,2370.047156,10.12191006,226.9082569,227.3027523,228.9357798,0.366972477,1.266055046,1.71559633,50.02055046,0.524185321,251920,6726326.807,28771300.3,0,-98.6146789,6.64,8,5.119194273,1.54,194,58.7,73.4,48.6,6.7,203,2,27.3,31.1,25,2,35,13,0,103,1,,,,,,,,
45,2/14/2024,WITEL,L2,AHU,AHU,251400247,884344,23789378.45,2378.937845,8.890688864,228.0603448,228.4224138,230.0603448,0,0,0,50.00836207,0.352287069,251920,6767441.75,28891163.34,0,-98.17241379,4.79,5.852936437,3.490813476,0.57,182,36.9,60.2,31,11.9,212,2,27.3,30.9,24.4,2,35,13,0,103,1,,,,,,,,
46,2/15/2024,WITEL,L2,AHU,AHU,251400247,888581,23888217.7,2388.82177,9.883925084,226.8053097,226.8495575,229.3185841,0.716814159,2.831858407,0,50.01823009,0.615831858,251920,6808294.761,29017795.58,0,-98.45132743,7.55,8,5.713417391,1.02,231,27.2,48,17.7,7.4,232,2,26,29.3,23.1,1.9,35,13,0,103,1,,,,,,,,
47,2/16/2024,WITEL,L2,AHU,AHU,251400247,892699,24053796.61,2405.379661,16.55789111,227.3220339,227.6016949,229.0508475,0,0.915254237,2.898305085,50.01872881,0.611207627,258442.4237,6850437.161,29214795.77,0,-98.88983051,1,3.208157399,1,0.99,201,47.1,59.8,40,7,213,2,26.4,30.1,24.2,1.7,38,13,0,103,1,,,,,,,,
48,2/17/2024,WITEL,L2,AHU,AHU,251400247,896605,24186223.14,2418.622314,13.24265303,228.3884298,228.6115702,230.3719008,0,0,0,50.00743802,0.351261157,267432,6890048.388,29381478.74,0,-99.41322314,3.02,5.696708364,1.597178309,2.14,198,21.9,40.5,15.3,10.1,272,2,25.9,29.5,23,1.2,32,13,0,103,1,,,,,,,,
49,2/18/2024,WITEL,L2,AHU,AHU,251400247,900771,24198903.48,2419.890348,1.268033777,227.7130435,227.9304348,229.7391304,0,0,0,50.0146087,0.353032174,267432,6919683.991,29416363.62,0,-99.2,6.46,8,5.406536928,1.55,247,22.2,39.5,12.8,9,220,2,28.7,32.5,26.8,1.7,24,13,0,103,1,,,,,,,,
50,2/19/2024,WITEL,L2,AHU,AHU,251400247,904719,24275708.18,2427.570818,7.680470356,227.0545455,226.9454545,229.3272727,0.463636364,2.690909091,0,50.01472727,0.580847273,267432,6955285.945,29517389.65,0,-98.89090909,4.39,6.061871581,2.944677592,2.41,246,33.3,58.1,26.9,9.3,237,2,27.2,31,25.3,1.6,35,13,0,103,1,,,,,,,,
51,2/20/2024,WITEL,L2,AHU,AHU,251400247,908832,24443933.33,2444.393333,16.82251515,226.575,226.6833333,228.5666667,0.775,1.516666667,1.558333333,50.01766667,0.528040833,267432,7004777.242,29721954.97,0,-98.125,3.21,5.349247068,2.08476509,2.49,231,41.7,58,31,12,256,2,27.5,30.1,24.5,1.2,35,13,0,103,1,,,,,,,,
52,2/21/2024,WITEL,L2,AHU,AHU,251400247,913059,24633957.85,2463.395785,19.00245179,227.4297521,227.446281,229.2975207,1.090909091,1.47107438,1.79338843,50.0092562,0.538920661,267432,7062521.223,29956744.13,0,-98.09090909,7.23,8,5.667882897,1.47,188,52.3,68.5,39.2,11,223,2,26.6,28.7,24.9,1.9,29,13,0,103,1,,,,,,,,
53,2/22/2024,WITEL,L2,AHU,AHU,251400247,916650,24780105.56,2478.010556,14.61477043,226.1333333,226.2222222,228.1444444,1.355555556,1.288888889,1.677777778,50.01011111,0.512513333,267432,7120806.144,30151080.81,0,-97.51111111,2.07,4.190386406,1,1.57,231,28.5,46.9,22.7,6.3,277,2,27.2,29.7,25.3,1,20,13,0,103,1,,,,,,,,
54,2/23/2024,WITEL,L2,AHU,AHU,251400247,920310,24943286.25,2494.328625,16.31806944,226.7625,226.825,228.5625,0.75,1.3875,1.5375,50.010125,0.54157625,267432,7176694.2,30361221.59,0,-97.05,5.12,7.416525365,3.376004852,1.84,192,36.2,60.9,29.2,8.9,220,2,26.6,29.6,24.4,1.9,32,13,0,103,1,,,,,,,,
55,2/24/2024,WITEL,L2,AHU,AHU,251400247,924214,25081910,2508.191,13.862375,228.8428571,229.0285714,230.7285714,0,0,0,50.01428571,0.349268571,267432,7231429.557,30541167.17,0,-97.28571429,4.24,6.044362887,2.988932098,0.69,186,25.9,41.3,12.2,8.9,204,2,27.4,31.2,25.6,2,34,13,0,103,1,,,,,,,,
56,2/25/2024,WITEL,L2,AHU,AHU,251400247,928184,25093975.21,2509.397521,1.206520661,228.2396694,228.0495868,229.9090909,0,0,0,50.01545455,0.351906612,267432,7259688.702,30574430.55,0,-97.44628099,4.1,5.60274816,2.499724121,1.47,187,8.8,31.2,0,5.9,215,2,29,31.3,27,1.8,29,13,0,103,1,,,,,,,,
57,2/26/2024,WITEL,L2,AHU,AHU,251400247,932184,25168699.12,2516.869912,7.47239162,226.9561404,227.1403509,228.6578947,0.543859649,0.789473684,1.578947368,50.01175439,0.527873684,267432,7301140.263,30680197.69,0,-97.81578947,4.87,7.60503055,3.280604075,1.72,246,23.3,43.9,9.6,9.3,250,2,27.7,31.6,25.3,0.8,36,13,0,103,1,,,,,,,,
58,2/27/2024,WITEL,L2,AHU,AHU,251400247,936355,25343004.32,2534.300432,17.43051937,227.5395683,227.7841727,229.4460432,0.517985612,1,1.366906475,50.02827338,0.497038849,267432,7361950.892,30901866.49,0,-98.61151079,5.51,6.701488853,3.850044904,0.94,243,37.1,47.3,26.7,11.4,264,2,27.7,30.9,25.5,0.8,36,13,0,103,1,,,,,,,,
59,2/28/2024,WITEL,L2,AHU,AHU,251400247,941365,25474004.5,2547.40045,13.1000188,227.2972973,227.4324324,229.4594595,0.540540541,1.900900901,0,50.01504505,0.54860991,267432,7408740.117,31068057.86,0,-97.66666667,3.6,4.957245529,2.35235695,1.9,242,25.7,43.1,19.8,9.4,220,2,28.2,31.4,25.3,1.4,30,13,0,103,1,,,,,,,,
60,2/29/2024,WITEL,L2,AHU,AHU,251400247,949037,25563131.58,2556.313158,8.912707444,229.1578947,229.3157895,231.1578947,0,0,0,50.01526316,0.347015789,267432,7449309.211,31187887.97,0,-96.31578947,4.33,5.567158372,2.485979959,2.48,193,26.9,41.5,21.1,8.2,238,2,26.3,30.3,24,1.2,29,13,0,103,1,,,,,,,,
61,3/1/2024,WITEL,L2,AHU,AHU,251400247,956588,25697407.27,2569.740727,13.42756938,226.8484848,226.8484848,228.7636364,0.357575758,1.303030303,0.981818182,50.01109091,0.479750303,267432,7515834.782,31381681.42,0,-94.71515152,2.91,5.266479715,1.201015385,1.11,207,36.2,57,24.9,10.2,279,2,27.8,31.1,26.1,0.9,38,13,0,103,1,,,,,,,,
62,3/2/2024,WITEL,L2,AHU,AHU,251400247,962093,25813919.74,2581.391974,11.65124641,227.4210526,227.6710526,229.2631579,0,0,0,50.02144737,0.352138158,267432,7560515.671,31534245.13,0,-94.93421053,4.62,5.911641261,2.912637046,1.07,229,25.8,46.9,15,9.2,202,2,28.4,32,26,1.5,20,13,0,103,1,,,,,,,,
63,3/3/2024,WITEL,L2,AHU,AHU,251400247,965935,25826812,2582.6812,1.289226316,227.88,228.0533333,229.6666667,0,0,0,50.01306667,0.351473333,267432,7590756.733,31569841.91,0,-95.96,1,3.579916337,1,1.79,183,12.4,34.9,4.8,8.6,240,2,28,30.5,25.6,1,31,13,0,103,1,,,,,,,,
64,3/4/2024,WITEL,L2,AHU,AHU,251400247,969740,25870698.59,2587.069859,4.388659155,226.7183099,226.8732394,228.8169014,0.563380282,1.802816901,1.014084507,49.99802817,0.515633803,267432,7626321.901,31643761.63,0,-94.5915493,3.02,4.249552077,1.679320668,2.42,234,45.5,61.9,37.2,7.8,264,2,28,30.3,25.8,1,27,13,0,103,1,,,,,,,,
65,3/5/2024,WITEL,L2,AHU,AHU,251400247,973894,26079248.68,2607.924868,20.85500927,227.8157895,228.0789474,229.5921053,0.328947368,0.210526316,1.065789474,50.01302632,0.447796053,267432,7695913.171,31920350.72,0,-95.02631579,5.61,8,4.0826827,0.52,218,36.4,51.4,30.7,8.7,247,2,26.8,29.3,24.8,1.3,22,13,0,103,1,,,,,,,,
66,3/6/2024,WITEL,L2,AHU,AHU,251400247,977774,26269694.12,2626.969412,19.04454334,226.5966387,226.8655462,228.1848739,0.571428571,1.277310924,2.907563025,50.00966387,0.558642017,278980.8908,7739543.916,32148709.36,0,-95.4789916,4.5,7.201776816,2.955203621,1.81,183,37.9,50.7,25.6,7.7,209,2,27,30.9,24.3,1.3,32,13,0,103,1,,,,,,,,
67,3/7/2024,WITEL,L2,AHU,AHU,251400247,981913,26429340,2642.934,15.96458824,228.5733333,228.8266667,230.4666667,0.226666667,0,0,50.0084,0.353972,289479,7786383.253,32349383.93,0,-96.22666667,4.67,7.047275707,3.094138929,1.97,204,52.3,64.5,43.6,6.1,257,2,26.3,29.8,24.5,1.6,29,13,0,103,1,,,,,,,,
68,3/8/2024,WITEL,L2,AHU,AHU,251400247,985640,26461642.68,2646.164268,3.230268293,226.1829268,226.5609756,228.1707317,0.573170732,0,0,50.01646341,0.357570732,289479,7818607.659,32408042.96,0,-95.41463415,6.68,8,5.279631928,0.56,197,58.5,69.2,46.3,7.2,231,2,28.3,30.9,25.5,1.5,29,13,0,103,1,,,,,,,,
69,3/9/2024,WITEL,L2,AHU,AHU,251400247,989469,26483553.45,2648.355345,2.191076535,228.2672414,228.5258621,229.9396552,0,0,0,50.01224138,0.350102586,289479,7857771.862,32462150.37,0,-94.43103448,3.05,4.476889621,1.182169997,1.98,201,10.9,28.8,0,11.2,278,2,27.5,30.4,25.3,1.6,34,13,0,103,1,,,,,,,,
70,3/10/2024,WITEL,L2,AHU,AHU,251400247,993638,26494800,2649.48,1.124655172,228.4155844,228.7272727,230.3506494,0,0,0,50.02363636,0.349733766,289479,7884253.922,32493303.14,0,-94.87012987,1,3.027715495,1,1.71,223,11.8,34.3,5.1,7.8,254,2,27.4,29.8,24.5,1.1,35,13,0,103,1,,,,,,,,
71,3/11/2024,WITEL,L2,AHU,AHU,251400247,997553,26509779.1,2650.97791,1.497910448,228.8208955,229.0895522,230.880597,0,0,0,50.01328358,0.350204478,289479,7919326.254,32534543.01,0,-95.62686567,2.29,4.195269952,1.08183938,1.95,202,47.7,66.1,40.2,5.4,277,2,27.4,30.5,24.8,0.9,20,13,0,103,1,,,,,,,,
72,3/12/2024,WITEL,L2,AHU,AHU,251400247,1001495,26527345.61,2652.734561,1.756650956,227.6842105,227.9385965,229.5877193,0.333333333,0,0,50.01175439,0.373614035,289479,7950928.711,32577332.48,0,-95.28070175,6.72,8,5.056364204,1.87,219,31.5,54.9,21.7,11.5,232,2,26.2,30.2,24.3,1.8,34,13,0,103,1,,,,,,,,
