time,relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),pressure_msl (hPa),surface_pressure (hPa),evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),soil_temperature_18cm (°C),is_day (),sunshine_duration (s),uv_index (),direct_radiation (W/m²),temperature_2m (°C),showers (mm),cloud_cover (%),weather_description
2024-03-31 08:00:00,88,25.1,33.7,0.0,1013.1,1010.2,0.1,0.43,2.5,262,7.6,29.1,1,3600.0,2.15,118.0,27.3,0.0,100,Overcast
2024-03-31 09:00:00,81,25.0,34.8,0.0,1013.4,1010.5,0.21,0.74,3.2,297,8.3,29.0,1,3600.0,4.4,178.0,28.6,0.0,99,Overcast
2024-03-31 10:00:00,75,25.1,36.8,0.0,1013.0,1010.2,0.33,1.06,3.1,315,9.4,29.1,1,3600.0,6.6,377.0,30.1,0.0,68,Partly cloudy
2024-03-31 11:00:00,72,25.2,38.2,0.1,1012.1,1009.3,0.46,1.24,5.1,321,16.6,29.2,1,3600.0,8.3,540.0,30.8,0.1,79,Partly cloudy
2024-03-31 12:00:00,66,24.9,39.1,0.0,1011.2,1008.4,0.5,1.62,8.0,333,18.7,29.4,1,3600.0,9.15,554.0,32.0,0.0,100,Overcast
2024-03-31 13:00:00,63,25.0,39.7,0.0,1010.7,1007.9,0.5,1.86,10.5,338,23.8,29.7,1,3600.0,8.95,527.0,33.0,0.0,99,Overcast
2024-03-31 14:00:00,68,25.3,37.3,0.7,1010.0,1007.2,0.43,1.51,11.8,337,26.3,30.0,1,3600.0,8.05,326.0,31.9,0.7,100,Rain showers: Slight
2024-03-31 15:00:00,69,25.0,36.6,0.4,1009.2,1006.4,0.33,1.42,10.0,330,26.3,30.2,1,3600.0,6.3,172.0,31.4,0.4,100,Rain showers: Slight
2024-03-31 16:00:00,70,24.8,36.2,0.1,1009.4,1006.6,0.25,1.34,9.0,331,22.0,30.4,1,2317.05,3.85,80.0,30.9,0.1,100,Overcast
2024-03-31 17:00:00,73,24.7,35.5,0.2,1009.9,1007.1,0.16,1.15,7.4,331,19.4,30.5,1,0.0,1.9,8.0,30.1,0.2,100,Overcast
2024-03-31 18:00:00,76,24.5,35.0,0.2,1010.6,1007.8,0.09,0.97,4.6,342,15.8,30.5,0,0.0,0.35,0.0,29.2,0.2,100,Rain showers: Slight
2024-03-31 19:00:00,83,25.4,35.3,0.2,1011.1,1008.2,0.04,0.66,2.5,352,9.7,30.5,0,0.0,0.0,0.0,28.6,0.2,100,Overcast
2024-03-31 20:00:00,86,25.6,35.2,1.0,1011.9,1009.0,0.03,0.53,0.8,297,7.6,30.5,0,0.0,0.0,0.0,28.2,1.0,100,Thunderstorm: Slight or moderate
2024-03-31 21:00:00,88,25.6,34.6,0.8,1012.3,1009.4,0.02,0.45,1.9,158,8.6,30.4,0,0.0,0.0,0.0,27.8,0.8,100,Thunderstorm: Slight or moderate
2024-03-31 22:00:00,89,25.4,34.0,0.9,1012.4,1009.5,0.02,0.4,2.4,153,9.7,30.3,0,0.0,0.0,0.0,27.4,0.9,100,Rain showers: Slight
2024-03-31 23:00:00,91,25.4,33.7,0.1,1012.1,1009.2,0.02,0.32,1.9,158,9.0,30.2,0,0.0,0.0,0.0,27.0,0.1,100,Overcast
2024-04-01 00:00:00,91,25.2,33.5,0.2,1011.7,1008.8,0.01,0.32,1.1,180,8.3,30.1,0,0.0,0.0,0.0,26.8,0.2,100,Overcast
2024-04-01 01:00:00,92,25.3,33.2,0.0,1011.4,1008.5,0.01,0.28,2.5,188,7.2,30.0,0,0.0,0.0,0.0,26.7,0.0,99,Overcast
2024-04-01 02:00:00,93,25.3,33.1,0.0,1010.8,1007.9,0.01,0.24,2.5,180,5.4,29.9,0,0.0,0.0,0.0,26.5,0.0,85,Overcast
2024-04-01 03:00:00,93,25.1,33.0,0.0,1010.4,1007.5,0.01,0.24,1.4,180,8.6,29.7,0,0.0,0.0,0.0,26.4,0.0,73,Partly cloudy
2024-04-01 04:00:00,93,25.0,33.0,0.0,1010.0,1007.1,0.01,0.24,0.4,180,3.2,29.6,0,0.0,0.0,0.0,26.3,0.0,65,Partly cloudy
2024-04-01 05:00:00,94,25.1,32.8,0.0,1010.1,1007.2,-0.0,0.2,0.5,315,1.4,29.5,0,0.0,0.0,0.0,26.1,0.0,99,Overcast
2024-04-01 06:00:00,94,25.0,32.7,0.0,1010.6,1007.7,-0.0,0.2,0.5,45,1.4,29.4,1,0.0,0.0,0.0,26.1,0.0,100,Overcast
2024-04-01 07:00:00,93,25.2,33.2,0.0,1011.1,1008.2,0.01,0.24,1.1,198,2.5,29.2,1,524.64,0.45,14.0,26.5,0.0,100,Overcast
2024-04-01 08:00:00,87,25.1,34.3,0.0,1011.9,1009.0,0.1,0.48,0.5,45,7.9,29.2,1,3600.0,2.1,91.0,27.5,0.0,99,Overcast
2024-04-01 09:00:00,83,25.3,35.2,0.2,1011.9,1009.0,0.23,0.66,1.5,45,10.1,29.1,1,3600.0,4.4,257.0,28.5,0.2,79,Partly cloudy
2024-04-01 10:00:00,77,25.0,36.1,0.2,1011.8,1008.9,0.32,0.94,1.5,45,10.4,29.2,1,3600.0,6.6,333.0,29.5,0.2,72,Partly cloudy
2024-04-01 11:00:00,72,25.1,38.5,0.1,1010.7,1007.9,0.42,1.24,2.5,8,12.2,29.3,1,3600.0,8.3,518.0,30.8,0.1,69,Partly cloudy
2024-04-01 12:00:00,67,25.1,39.7,0.0,1010.0,1007.2,0.45,1.56,4.0,360,13.0,29.4,1,3600.0,9.2,522.0,32.0,0.0,76,Partly cloudy
2024-04-01 13:00:00,60,24.4,39.4,0.1,1008.5,1005.7,0.45,2.04,8.6,338,16.6,29.8,1,3600.0,8.7,424.0,33.3,0.1,92,Overcast
2024-04-01 14:00:00,69,25.1,36.7,1.6,1008.3,1005.5,0.37,1.43,11.1,347,25.6,30.0,1,3600.0,6.85,235.0,31.5,1.6,100,Thunderstorm: Slight or moderate
2024-04-01 15:00:00,69,24.9,36.4,0.8,1007.9,1005.1,0.3,1.41,10.2,337,25.2,30.2,1,2704.36,6.15,115.0,31.3,0.8,100,Thunderstorm: Slight or moderate
2024-04-01 16:00:00,72,24.9,36.0,1.3,1008.2,1005.4,0.22,1.22,7.8,326,22.7,30.4,1,0.0,3.45,21.0,30.5,1.3,100,Thunderstorm: Slight or moderate
2024-04-01 17:00:00,75,24.8,35.3,1.7,1008.8,1006.0,0.14,1.04,6.4,313,18.4,30.5,1,0.0,1.6,0.0,29.7,1.7,100,Thunderstorm: Slight or moderate
2024-04-01 18:00:00,79,24.8,34.9,1.7,1009.4,1006.5,0.09,0.83,3.4,302,15.8,30.5,0,0.0,0.35,0.0,28.8,1.7,100,Thunderstorm: Slight or moderate
2024-04-01 19:00:00,84,25.1,34.6,1.1,1010.1,1007.2,0.04,0.61,1.5,135,7.2,30.6,0,0.0,0.0,0.0,28.1,1.1,100,Thunderstorm: Slight or moderate
2024-04-01 20:00:00,86,25.1,34.0,2.6,1010.9,1008.0,0.04,0.52,2.6,146,9.0,30.5,0,0.0,0.0,0.0,27.6,2.6,100,Thunderstorm with slight hail
2024-04-01 21:00:00,88,25.1,33.9,0.9,1011.4,1008.5,0.04,0.43,1.0,135,9.4,30.5,0,0.0,0.0,0.0,27.3,0.9,100,Rain showers: Slight
2024-04-01 22:00:00,89,25.2,33.9,0.0,1011.3,1008.4,0.02,0.4,1.0,135,3.2,30.4,0,0.0,0.0,0.0,27.2,0.0,100,Overcast
2024-04-01 23:00:00,89,25.2,33.9,0.0,1011.1,1008.2,0.01,0.4,0.8,153,2.5,30.3,0,0.0,0.0,0.0,27.2,0.0,100,Overcast
2024-04-02 00:00:00,90,25.2,33.7,0.0,1010.9,1008.0,0.01,0.36,1.5,166,2.9,30.2,0,0.0,0.0,0.0,27.0,0.0,100,Overcast
2024-04-02 01:00:00,91,25.1,33.2,0.0,1010.9,1008.0,0.01,0.32,2.5,172,3.6,30.0,0,0.0,0.0,0.0,26.7,0.0,100,Overcast
2024-04-02 02:00:00,91,24.9,32.7,0.0,1010.1,1007.2,0.01,0.31,2.5,180,5.4,29.9,0,0.0,0.0,0.0,26.5,0.0,100,Overcast
2024-04-02 03:00:00,92,24.9,32.7,0.0,1009.5,1006.6,0.01,0.27,1.8,169,5.4,29.8,0,0.0,0.0,0.0,26.3,0.0,100,Overcast
2024-04-02 04:00:00,92,24.7,32.4,0.0,1009.3,1006.4,0.01,0.27,1.6,153,4.0,29.7,0,0.0,0.0,0.0,26.1,0.0,61,Partly cloudy
2024-04-02 05:00:00,93,24.7,32.3,0.0,1009.7,1006.8,0.01,0.23,1.8,143,3.2,29.5,0,0.0,0.0,0.0,26.0,0.0,72,Partly cloudy
2024-04-02 06:00:00,93,24.6,32.0,0.0,1010.1,1007.2,0.01,0.23,1.8,143,4.0,29.4,1,0.0,0.0,0.0,25.8,0.0,60,Partly cloudy
2024-04-02 07:00:00,91,24.8,32.6,0.0,1010.3,1007.4,0.02,0.31,2.4,153,5.8,29.3,1,2664.34,0.4,32.0,26.4,0.0,43,Partly cloudy
2024-04-02 08:00:00,86,25.3,34.5,0.0,1010.8,1007.9,0.11,0.53,2.3,129,7.2,29.2,1,3600.0,1.75,208.0,27.9,0.0,29,Mainly clear
2024-04-02 09:00:00,76,24.9,35.9,0.0,1010.9,1008.1,0.27,0.99,3.0,104,9.0,29.2,1,3600.0,3.9,392.0,29.6,0.0,32,Mainly clear
2024-04-02 10:00:00,68,24.6,38.0,0.0,1010.6,1007.8,0.36,1.45,2.2,90,9.0,29.2,1,3600.0,6.15,482.0,31.2,0.0,75,Partly cloudy
2024-04-02 11:00:00,62,24.1,39.4,0.0,1009.7,1006.9,0.42,1.84,2.0,45,8.3,29.4,1,3600.0,8.0,512.0,32.3,0.0,46,Partly cloudy
2024-04-02 12:00:00,58,23.7,40.0,0.0,1008.6,1005.8,0.44,2.12,4.0,27,11.9,29.6,1,3600.0,7.7,556.0,33.1,0.0,84,Overcast
2024-04-02 13:00:00,58,23.6,39.2,0.0,1007.9,1005.1,0.42,2.11,5.3,28,13.7,29.8,1,3600.0,8.1,406.0,33.0,0.0,87,Overcast
2024-04-02 14:00:00,64,24.8,38.4,0.1,1007.4,1004.6,0.42,1.75,8.7,5,21.6,30.1,1,3600.0,7.65,368.0,32.5,0.1,94,Overcast
2024-04-02 15:00:00,70,25.1,36.7,1.3,1007.0,1004.2,0.35,1.36,9.1,351,22.3,30.3,1,3600.0,5.65,204.0,31.2,1.3,100,Thunderstorm: Slight or moderate
2024-04-02 16:00:00,72,24.9,36.1,0.8,1007.0,1004.2,0.24,1.22,7.3,351,21.2,30.5,1,117.38,3.35,37.0,30.5,0.8,100,Thunderstorm: Slight or moderate
2024-04-02 17:00:00,74,24.8,35.8,0.4,1007.7,1004.9,0.13,1.1,4.6,342,17.3,30.6,1,0.0,1.2,0.0,29.9,0.4,100,Rain showers: Slight
2024-04-02 18:00:00,77,24.8,35.6,0.2,1008.4,1005.6,0.07,0.93,2.2,270,10.8,30.7,0,0.0,0.15,0.0,29.3,0.2,100,Overcast
2024-04-02 19:00:00,83,25.0,34.4,0.3,1009.2,1006.3,0.05,0.65,3.4,212,16.2,30.7,0,0.0,0.0,0.0,28.2,0.3,100,Rain showers: Slight
2024-04-02 20:00:00,86,25.1,33.8,0.1,1009.8,1006.9,0.05,0.52,4.0,185,13.7,30.6,0,0.0,0.0,0.0,27.6,0.1,100,Overcast
2024-04-02 21:00:00,87,25.1,34.0,0.0,1010.5,1007.6,0.03,0.48,2.2,171,8.6,30.6,0,0.0,0.0,0.0,27.5,0.0,100,Overcast
2024-04-02 22:00:00,87,25.0,33.7,0.0,1010.4,1007.5,0.02,0.47,2.6,124,5.4,30.5,0,0.0,0.0,0.0,27.4,0.0,100,Overcast
2024-04-02 23:00:00,86,24.7,33.2,0.0,1010.4,1007.5,0.02,0.51,4.2,110,9.4,30.3,0,0.0,0.0,0.0,27.3,0.0,100,Overcast
2024-04-03 00:00:00,85,24.2,32.4,0.0,1010.1,1007.2,0.03,0.53,4.8,103,10.8,30.2,0,0.0,0.0,0.0,26.9,0.0,100,Overcast
2024-04-03 01:00:00,85,23.7,31.8,0.0,1009.9,1007.0,0.03,0.52,3.7,119,10.4,30.1,0,0.0,0.0,0.0,26.4,0.0,100,Overcast
2024-04-03 02:00:00,88,23.8,31.5,3.2,1009.0,1006.1,0.03,0.4,2.5,135,12.2,30.0,0,0.0,0.0,0.0,25.9,3.2,100,Thunderstorm: Slight or moderate
2024-04-03 03:00:00,90,23.9,31.5,2.8,1008.7,1005.8,0.03,0.33,1.5,135,9.4,29.8,0,0.0,0.0,0.0,25.7,2.8,100,Thunderstorm: Slight or moderate
2024-04-03 04:00:00,91,24.1,31.5,1.3,1008.8,1005.9,0.02,0.3,2.0,135,6.8,29.7,0,0.0,0.0,0.0,25.7,1.3,100,Rain showers: Slight
2024-04-03 05:00:00,92,24.4,31.8,0.0,1009.2,1006.3,0.02,0.27,2.3,129,4.7,29.5,0,0.0,0.0,0.0,25.8,0.0,100,Overcast
2024-04-03 06:00:00,92,24.5,32.0,0.0,1009.6,1006.7,0.01,0.27,2.0,135,4.7,29.4,1,0.0,0.0,0.0,25.9,0.0,100,Overcast
2024-04-03 07:00:00,90,24.7,32.7,0.0,1010.0,1007.1,0.02,0.35,2.6,146,5.0,29.2,1,0.0,0.4,5.0,26.5,0.0,100,Overcast
2024-04-03 08:00:00,84,24.9,34.2,0.0,1010.7,1007.8,0.1,0.6,2.1,121,6.8,29.2,1,3600.0,1.95,114.0,27.9,0.0,100,Overcast
2024-04-03 09:00:00,77,25.1,35.9,0.0,1011.0,1008.2,0.26,0.95,2.5,82,7.9,29.1,1,3600.0,3.8,295.0,29.5,0.0,100,Overcast
2024-04-03 10:00:00,71,25.1,38.1,0.0,1010.7,1007.9,0.38,1.3,3.4,58,10.8,29.2,1,3600.0,5.5,377.0,31.0,0.0,100,Overcast
2024-04-03 11:00:00,67,25.1,38.9,0.0,1009.8,1007.0,0.4,1.56,3.4,58,12.2,29.3,1,3600.0,6.25,237.0,32.0,0.0,100,Overcast
2024-04-03 12:00:00,64,24.9,39.6,0.0,1009.0,1006.2,0.42,1.77,3.2,360,11.5,29.5,1,3600.0,5.8,276.0,32.6,0.0,100,Overcast
2024-04-03 13:00:00,67,25.5,38.4,1.3,1008.1,1005.3,0.41,1.61,9.4,358,19.8,29.7,1,3600.0,5.9,198.0,32.5,1.3,100,Thunderstorm: Slight or moderate
2024-04-03 14:00:00,72,25.8,37.4,1.5,1007.2,1004.4,0.38,1.29,8.8,348,22.0,30.0,1,1653.87,7.15,103.0,31.4,1.5,100,Thunderstorm: Slight or moderate
2024-04-03 15:00:00,74,25.6,36.9,1.7,1006.6,1003.8,0.28,1.15,7.5,343,20.2,30.2,1,0.0,5.1,26.0,30.8,1.7,100,Thunderstorm: Slight or moderate
2024-04-03 16:00:00,75,25.4,36.7,1.1,1006.8,1004.0,0.19,1.08,4.1,345,16.6,30.3,1,0.0,3.1,3.0,30.3,1.1,100,Thunderstorm: Slight or moderate
2024-04-03 17:00:00,76,25.2,36.3,0.8,1007.6,1004.8,0.13,1.01,3.2,270,14.4,30.4,1,0.0,1.7,0.0,29.9,0.8,100,Thunderstorm: Slight or moderate
2024-04-03 18:00:00,80,25.0,34.9,2.1,1008.3,1005.5,0.08,0.79,4.7,176,15.8,30.4,0,0.0,0.3,0.0,28.8,2.1,100,Thunderstorm with slight hail
2024-04-03 19:00:00,87,25.1,33.7,1.0,1008.9,1006.0,0.07,0.48,4.7,148,18.0,30.3,0,0.0,0.0,0.0,27.5,1.0,100,Rain showers: Slight
2024-04-03 20:00:00,87,24.9,33.3,0.0,1009.3,1006.4,0.04,0.47,4.1,142,10.1,30.3,0,0.0,0.0,0.0,27.3,0.0,100,Overcast
2024-04-03 21:00:00,88,24.8,33.0,0.0,1010.1,1007.2,0.03,0.43,3.8,139,8.6,30.2,0,0.0,0.0,0.0,27.0,0.0,100,Overcast
2024-04-03 22:00:00,88,24.6,32.7,0.0,1010.1,1007.2,0.02,0.42,2.8,130,8.3,30.0,0,0.0,0.0,0.0,26.7,0.0,100,Overcast
2024-04-03 23:00:00,88,24.4,32.6,0.0,1009.8,1006.9,0.02,0.42,1.8,127,5.4,29.9,0,0.0,0.0,0.0,26.5,0.0,100,Overcast
2024-04-04 00:00:00,89,24.3,32.5,0.0,1009.0,1006.1,0.01,0.38,1.1,180,3.6,29.8,0,0.0,0.0,0.0,26.3,0.0,100,Overcast
2024-04-04 01:00:00,90,23.8,31.4,0.0,1009.2,1006.3,0.01,0.33,1.4,180,2.2,29.6,0,0.0,0.0,0.0,25.6,0.0,87,Overcast
2024-04-04 02:00:00,91,23.9,31.3,0.0,1008.6,1005.7,0.01,0.29,1.1,198,4.0,29.5,0,0.0,0.0,0.0,25.5,0.0,100,Overcast
2024-04-04 03:00:00,91,23.8,31.2,0.0,1008.4,1005.5,0.01,0.29,0.7,180,2.5,29.3,0,0.0,0.0,0.0,25.4,0.0,89,Overcast
2024-04-04 04:00:00,92,23.9,31.2,0.0,1008.5,1005.6,-0.0,0.26,0.8,207,1.8,29.2,0,0.0,0.0,0.0,25.3,0.0,88,Overcast
2024-04-04 05:00:00,92,23.9,31.1,0.0,1008.8,1005.9,0.01,0.26,1.4,180,2.9,29.1,0,0.0,0.0,0.0,25.3,0.0,95,Overcast
2024-04-04 06:00:00,92,23.9,31.0,0.0,1009.2,1006.3,0.01,0.26,1.8,169,4.0,28.9,1,0.0,0.0,0.0,25.3,0.0,94,Overcast
2024-04-04 07:00:00,92,24.7,32.3,0.0,1008.6,1005.7,0.02,0.27,1.6,207,4.7,28.8,1,0.0,0.45,5.0,26.1,0.0,100,Overcast
2024-04-04 08:00:00,87,25.1,34.1,0.0,1009.5,1006.6,0.09,0.48,1.6,207,6.1,28.8,1,3600.0,2.15,99.0,27.5,0.0,100,Overcast
2024-04-04 09:00:00,79,25.0,35.7,0.0,1009.7,1006.9,0.23,0.84,0.8,153,6.1,28.8,1,3600.0,4.35,197.0,29.1,0.0,100,Overcast
2024-04-04 10:00:00,71,24.5,36.6,0.0,1009.8,1007.0,0.32,1.25,1.4,90,6.1,28.8,1,3600.0,6.6,223.0,30.4,0.0,100,Overcast
2024-04-04 11:00:00,67,24.5,38.3,0.0,1009.0,1006.2,0.4,1.52,1.5,45,6.1,28.9,1,3600.0,8.3,279.0,31.4,0.0,100,Overcast
2024-04-04 12:00:00,61,24.2,40.5,0.0,1008.0,1005.2,0.48,1.93,1.4,360,6.8,29.1,1,3600.0,9.1,473.0,32.7,0.0,100,Overcast
2024-04-04 13:00:00,59,24.6,40.5,0.0,1007.1,1004.3,0.5,2.14,5.5,349,10.4,29.5,1,3600.0,9.05,441.0,33.7,0.0,100,Overcast
2024-04-04 14:00:00,72,25.7,37.1,2.5,1006.5,1003.7,0.43,1.28,10.0,345,23.0,29.8,1,3600.0,8.05,237.0,31.4,2.5,100,Thunderstorm with slight hail
2024-04-04 15:00:00,74,25.4,36.3,2.0,1006.1,1003.3,0.31,1.14,9.0,331,23.0,30.0,1,804.83,6.15,66.0,30.6,2.0,100,Thunderstorm with slight hail
2024-04-04 16:00:00,76,25.4,36.1,1.5,1006.2,1003.4,0.2,1.02,6.9,321,19.1,30.1,1,0.0,3.7,19.0,30.1,1.5,100,Thunderstorm: Slight or moderate
2024-04-04 17:00:00,77,25.2,35.8,1.1,1006.9,1004.1,0.13,0.96,5.1,321,15.5,30.2,1,0.0,1.55,3.0,29.7,1.1,100,Thunderstorm: Slight or moderate
2024-04-04 18:00:00,80,25.2,35.4,1.3,1008.0,1005.2,0.08,0.8,3.3,311,10.4,30.3,0,0.0,0.3,0.0,29.0,1.3,100,Thunderstorm: Slight or moderate
2024-04-04 19:00:00,86,25.7,35.1,1.1,1008.2,1005.3,0.04,0.54,3.2,207,7.2,30.3,0,0.0,0.0,0.0,28.3,1.1,100,Rain showers: Slight
2024-04-04 20:00:00,89,25.7,34.3,1.6,1009.1,1006.2,0.04,0.41,4.0,170,8.6,30.3,0,0.0,0.0,0.0,27.7,1.6,100,Thunderstorm: Slight or moderate
2024-04-04 21:00:00,90,25.4,33.4,1.1,1009.8,1006.9,0.04,0.36,5.0,159,11.5,30.2,0,0.0,0.0,0.0,27.2,1.1,100,Thunderstorm: Slight or moderate
2024-04-04 22:00:00,90,25.0,32.7,0.2,1010.1,1007.2,0.03,0.35,5.4,176,11.5,30.1,0,0.0,0.0,0.0,26.8,0.2,100,Overcast
2024-04-04 23:00:00,89,24.5,32.2,0.0,1009.5,1006.6,0.03,0.38,4.7,180,11.2,30.0,0,0.0,0.0,0.0,26.5,0.0,100,Overcast
2024-04-05 00:00:00,88,24.1,31.8,0.0,1009.2,1006.3,0.03,0.41,4.0,185,9.0,29.9,0,0.0,0.0,0.0,26.3,0.0,100,Overcast
2024-04-05 01:00:00,88,24.2,31.9,0.0,1008.7,1005.8,0.03,0.41,4.0,175,8.6,29.8,0,0.0,0.0,0.0,26.3,0.0,100,Overcast
2024-04-05 02:00:00,88,24.1,31.9,0.0,1008.1,1005.2,0.02,0.41,3.3,174,7.9,29.7,0,0.0,0.0,0.0,26.2,0.0,100,Overcast
2024-04-05 03:00:00,88,24.0,31.8,0.0,1007.4,1004.5,0.02,0.41,2.5,180,6.5,29.6,0,0.0,0.0,0.0,26.1,0.0,92,Overcast
2024-04-05 04:00:00,88,23.9,31.8,0.0,1007.2,1004.3,0.01,0.4,1.8,180,5.0,29.4,0,0.0,0.0,0.0,26.0,0.0,78,Partly cloudy
2024-04-05 05:00:00,89,23.9,31.7,0.0,1007.9,1005.0,0.01,0.37,1.1,198,3.2,29.3,0,0.0,0.0,0.0,25.9,0.0,74,Partly cloudy
2024-04-05 06:00:00,89,23.9,31.8,0.0,1008.8,1005.9,0.01,0.37,0.7,270,2.5,29.2,1,0.0,0.0,0.0,25.9,0.0,67,Partly cloudy
2024-04-05 07:00:00,90,24.7,32.9,0.0,1009.3,1006.4,0.02,0.35,0.7,180,2.5,29.1,1,1854.74,0.45,24.0,26.5,0.0,71,Partly cloudy
2024-04-05 08:00:00,84,24.8,34.2,0.0,1009.9,1007.0,0.1,0.59,0.7,90,2.9,29.0,1,3600.0,2.15,118.0,27.7,0.0,67,Partly cloudy
2024-04-05 09:00:00,81,25.2,35.3,0.1,1010.0,1007.1,0.22,0.75,2.6,34,10.1,29.0,1,3600.0,4.4,254.0,28.8,0.1,83,Overcast
2024-04-05 10:00:00,75,25.0,36.4,0.1,1009.8,1007.0,0.32,1.05,3.7,29,12.6,29.0,1,3600.0,6.5,367.0,29.9,0.1,76,Partly cloudy
2024-04-05 11:00:00,70,25.1,38.8,0.1,1008.9,1006.1,0.43,1.37,4.8,13,13.3,29.1,1,3600.0,8.25,496.0,31.3,0.1,68,Partly cloudy
2024-04-05 12:00:00,67,25.3,39.6,0.0,1008.0,1005.2,0.45,1.58,6.2,7,15.5,29.3,1,3600.0,9.0,471.0,32.2,0.0,73,Partly cloudy
2024-04-05 13:00:00,62,24.8,39.9,0.0,1007.1,1004.3,0.45,1.92,7.7,349,18.7,29.6,1,3600.0,8.9,474.0,33.1,0.0,83,Partly cloudy
2024-04-05 14:00:00,68,25.2,37.5,1.1,1006.9,1004.1,0.39,1.51,10.2,342,23.8,29.9,1,3600.0,6.7,342.0,31.9,1.1,100,Thunderstorm: Slight or moderate
2024-04-05 15:00:00,68,24.9,36.9,0.7,1006.3,1003.5,0.3,1.48,8.5,332,23.4,30.1,1,3600.0,5.6,171.0,31.5,0.7,100,Rain showers: Slight
2024-04-05 16:00:00,69,24.9,36.8,0.5,1006.5,1003.7,0.24,1.42,7.9,321,19.4,30.3,1,3600.0,3.8,138.0,31.3,0.5,100,Rain showers: Slight
2024-04-05 17:00:00,73,24.9,35.8,1.2,1007.1,1004.3,0.17,1.16,8.2,308,18.4,30.4,1,1567.11,1.75,39.0,30.3,1.2,100,Thunderstorm: Slight or moderate
2024-04-05 18:00:00,79,25.1,35.0,2.1,1008.1,1005.3,0.11,0.85,6.3,283,18.0,30.5,0,0.0,0.3,1.0,29.1,2.1,100,Thunderstorm with slight hail
2024-04-05 19:00:00,87,25.4,34.1,1.2,1008.9,1006.0,0.06,0.49,5.2,245,13.0,30.5,0,0.0,0.0,0.0,27.8,1.2,100,Thunderstorm: Slight or moderate
2024-04-05 20:00:00,89,25.3,33.7,1.2,1009.3,1006.4,0.04,0.4,3.3,221,10.4,30.4,0,0.0,0.0,0.0,27.3,1.2,100,Thunderstorm: Slight or moderate
2024-04-05 21:00:00,91,25.5,33.9,0.0,1009.8,1006.9,0.02,0.32,1.8,217,7.2,30.3,0,0.0,0.0,0.0,27.1,0.0,100,Overcast
2024-04-05 22:00:00,92,25.5,33.7,0.0,1009.6,1006.7,0.01,0.28,1.6,243,3.6,30.2,0,0.0,0.0,0.0,26.9,0.0,84,Overcast
2024-04-05 23:00:00,92,25.3,33.4,0.0,1009.7,1006.8,0.01,0.28,1.8,259,3.6,30.1,0,0.0,0.0,0.0,26.7,0.0,100,Overcast
2024-04-06 00:00:00,93,25.3,33.2,0.0,1009.2,1006.3,0.01,0.24,1.5,256,3.6,30.0,0,0.0,0.0,0.0,26.5,0.0,100,Overcast
2024-04-06 01:00:00,94,25.1,32.7,0.0,1009.2,1006.3,0.01,0.2,1.5,284,3.2,29.9,0,0.0,0.0,0.0,26.1,0.0,100,Overcast
2024-04-06 02:00:00,95,25.0,32.5,0.0,1008.6,1005.7,-0.0,0.17,1.4,270,2.9,29.7,0,0.0,0.0,0.0,25.9,0.0,100,Overcast
2024-04-06 03:00:00,96,25.1,32.4,0.0,1008.2,1005.3,-0.0,0.13,1.1,270,2.5,29.6,0,0.0,0.0,0.0,25.8,0.0,100,Fog
2024-04-06 04:00:00,96,25.0,32.3,0.0,1008.2,1005.3,-0.0,0.13,0.8,243,2.5,29.5,0,0.0,0.0,0.0,25.7,0.0,100,Fog
2024-04-06 05:00:00,96,24.9,32.1,0.0,1008.4,1005.5,-0.0,0.13,0.7,270,1.4,29.3,0,0.0,0.0,0.0,25.6,0.0,100,Fog
2024-04-06 06:00:00,97,24.9,31.9,0.0,1009.1,1006.2,-0.0,0.1,1.1,252,2.2,29.2,1,0.0,0.0,0.0,25.4,0.0,100,Fog
2024-04-06 07:00:00,93,24.8,32.3,0.0,1009.3,1006.4,0.01,0.24,1.8,191,2.5,29.1,1,0.0,0.25,1.0,26.0,0.0,100,Fog
2024-04-06 08:00:00,88,25.2,34.0,0.0,1010.1,1007.2,0.08,0.44,1.5,166,5.0,29.0,1,3600.0,1.45,69.0,27.4,0.0,100,Overcast
2024-04-06 09:00:00,80,25.2,35.7,0.0,1010.2,1007.3,0.22,0.8,1.0,135,5.4,29.0,1,3600.0,3.3,222.0,29.0,0.0,100,Overcast
2024-04-06 10:00:00,72,24.9,37.3,0.0,1010.0,1007.2,0.34,1.22,1.8,90,6.8,29.0,1,3600.0,4.8,260.0,30.5,0.0,100,Overcast
2024-04-06 11:00:00,67,24.6,38.5,0.0,1008.5,1005.7,0.38,1.52,1.1,90,6.8,29.1,1,3600.0,5.0,203.0,31.5,0.0,100,Overcast
2024-04-06 12:00:00,63,24.3,38.6,0.0,1007.6,1004.8,0.37,1.78,1.3,34,5.4,29.3,1,2702.99,7.2,145.0,32.2,0.0,100,Overcast
2024-04-06 13:00:00,60,23.9,38.5,0.0,1007.0,1004.2,0.36,1.97,2.2,279,9.7,29.6,1,1915.76,8.0,119.0,32.7,0.0,100,Overcast
