time,relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),pressure_msl (hPa),surface_pressure (hPa),evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),soil_temperature_18cm (°C),is_day (),sunshine_duration (s),uv_index (),direct_radiation (W/m²),temperature_2m (°C),showers (mm),cloud_cover (%),weather_description
2024-01-01 00:00:00,88,24.9,33.5,0.0,1009.5,1006.6,0.01,0.43,1.9,158,4.3,30.9,0,0.0,0.0,0.0,27.1,0.0,88,Overcast
2024-01-01 01:00:00,89,24.9,33.2,0.0,1009.0,1006.1,0.01,0.39,1.9,158,4.3,30.7,0,0.0,0.0,0.0,26.9,0.0,88,Overcast
2024-01-01 02:00:00,90,24.8,33.0,0.0,1008.7,1005.8,0.01,0.35,1.9,158,4.7,30.6,0,0.0,0.0,0.0,26.6,0.0,81,Partly cloudy
2024-01-01 03:00:00,91,24.8,32.7,0.0,1008.4,1005.5,0.01,0.31,2.4,153,4.7,30.4,0,0.0,0.0,0.0,26.4,0.0,74,Partly cloudy
2024-01-01 04:00:00,91,24.8,32.6,0.0,1008.4,1005.5,0.01,0.31,2.6,146,5.0,30.3,0,0.0,0.0,0.0,26.4,0.0,67,Partly cloudy
2024-01-01 05:00:00,91,24.7,32.5,0.0,1008.9,1006.0,-0.0,0.31,2.6,146,5.8,30.1,0,0.0,0.0,0.0,26.3,0.0,53,Mainly clear
2024-01-01 06:00:00,91,24.8,32.6,0.0,1009.6,1006.7,-0.0,0.31,2.8,140,6.5,30.0,1,82.31,0.0,7.0,26.4,0.0,40,Mainly clear
2024-01-01 07:00:00,89,25.0,33.2,0.0,1010.1,1007.2,0.01,0.39,3.1,126,7.2,29.9,1,3387.06,0.6,62.0,27.0,0.0,26,Mainly clear
2024-01-01 08:00:00,82,24.9,34.3,0.0,1010.3,1007.4,0.07,0.69,4.8,103,11.9,29.8,1,3600.0,2.1,167.0,28.3,0.0,42,Partly cloudy
2024-01-01 09:00:00,72,24.5,35.4,0.0,1010.4,1007.6,0.14,1.19,7.2,90,16.2,29.8,1,3600.0,4.0,303.0,30.1,0.0,57,Partly cloudy
2024-01-01 10:00:00,65,24.2,37.0,0.0,1010.2,1007.4,0.22,1.62,9.1,81,20.9,29.9,1,3600.0,6.05,432.0,31.6,0.0,73,Partly cloudy
2024-01-01 11:00:00,62,24.2,38.4,0.1,1009.6,1006.8,0.28,1.85,9.8,66,24.1,30.1,1,3600.0,7.55,508.0,32.5,0.1,73,Partly cloudy
2024-01-01 12:00:00,61,24.5,39.2,0.1,1008.8,1006.0,0.35,1.96,10.4,46,27.7,30.3,1,3600.0,8.3,530.0,33.0,0.1,73,Partly cloudy
2024-01-01 13:00:00,60,24.6,39.5,0.1,1008.2,1005.4,0.4,2.06,11.6,36,31.0,30.5,1,3600.0,8.1,519.0,33.4,0.1,73,Partly cloudy
2024-01-01 14:00:00,70,25.2,37.4,1.3,1008.4,1005.6,0.42,1.37,9.1,18,24.1,30.7,1,3600.0,5.4,321.0,31.4,1.3,100,Rain showers: Slight
2024-01-01 15:00:00,73,24.9,35.8,1.3,1007.9,1005.1,0.37,1.16,8.2,23,23.4,30.9,1,3600.0,2.25,172.0,30.3,1.3,100,Rain showers: Slight
2024-01-01 16:00:00,76,24.8,35.1,1.3,1007.6,1004.8,0.32,0.99,6.6,29,23.0,31.1,1,1681.94,1.35,68.0,29.5,1.3,100,Rain showers: Slight
2024-01-01 17:00:00,77,24.7,34.9,0.0,1007.8,1005.0,0.24,0.93,4.8,42,18.4,31.1,1,0.0,1.25,21.0,29.1,0.0,100,Overcast
2024-01-01 18:00:00,83,24.9,34.2,3.9,1008.9,1006.0,0.1,0.65,3.9,248,14.8,30.6,1,0.0,0.4,0.0,28.1,3.9,100,Thunderstorm with slight hail
2024-01-01 19:00:00,84,24.8,33.7,2.3,1009.7,1006.8,0.06,0.6,4.6,231,15.1,30.7,0,0.0,0.0,0.0,27.8,2.3,100,Thunderstorm: Slight or moderate
2024-01-01 20:00:00,86,24.6,33.2,3.1,1010.2,1007.3,0.05,0.5,3.2,207,11.9,30.7,0,0.0,0.0,0.0,27.2,3.1,100,Thunderstorm: Slight or moderate
2024-01-01 21:00:00,87,24.4,32.6,3.4,1010.8,1007.9,0.05,0.46,3.2,180,9.7,30.6,0,0.0,0.0,0.0,26.7,3.4,100,Thunderstorm: Slight or moderate
2024-01-01 22:00:00,87,24.0,32.2,2.7,1010.7,1007.8,0.03,0.45,1.6,207,7.2,30.5,0,0.0,0.0,0.0,26.4,2.7,100,Thunderstorm: Slight or moderate
2024-01-01 23:00:00,88,24.1,32.1,0.7,1010.4,1007.5,0.03,0.41,1.9,202,5.4,30.4,0,0.0,0.0,0.0,26.3,0.6,100,Rain showers: Slight
2024-01-02 00:00:00,89,24.3,32.3,0.5,1009.8,1006.9,0.02,0.37,1.1,180,4.0,30.3,0,0.0,0.0,0.0,26.2,0.5,100,Rain showers: Slight
2024-01-02 01:00:00,88,24.1,32.1,0.0,1009.5,1006.6,0.01,0.41,1.9,292,3.6,30.2,0,0.0,0.0,0.0,26.3,0.0,100,Overcast
2024-01-02 02:00:00,89,24.1,31.9,0.0,1008.6,1005.7,0.02,0.37,1.5,284,4.3,30.1,0,0.0,0.0,0.0,26.0,0.0,100,Overcast
2024-01-02 03:00:00,90,24.1,31.9,0.0,1008.5,1005.6,0.01,0.33,1.3,304,3.6,29.9,0,0.0,0.0,0.0,25.9,0.0,100,Overcast
2024-01-02 04:00:00,91,24.2,32.1,0.0,1008.5,1005.6,0.01,0.3,0.0,270,2.5,29.8,0,0.0,0.0,0.0,25.8,0.0,100,Overcast
2024-01-02 05:00:00,92,24.3,31.9,0.0,1008.8,1005.9,-0.0,0.26,0.7,90,1.8,29.7,0,0.0,0.0,0.0,25.7,0.0,100,Overcast
2024-01-02 06:00:00,93,24.4,31.9,0.0,1009.5,1006.6,0.01,0.23,0.8,153,1.8,29.6,1,0.0,0.0,0.0,25.7,0.0,100,Overcast
2024-01-02 07:00:00,91,24.7,32.6,0.0,1009.8,1006.9,0.02,0.31,1.1,162,2.5,29.5,1,0.0,0.65,0.0,26.3,0.0,100,Overcast
2024-01-02 08:00:00,86,24.9,34.0,0.0,1010.0,1007.1,0.1,0.51,1.1,198,4.7,29.4,1,2131.04,2.3,53.0,27.5,0.0,100,Overcast
2024-01-02 09:00:00,78,24.9,35.5,0.0,1010.0,1007.2,0.22,0.89,2.4,207,7.2,29.3,1,3600.0,4.1,199.0,29.2,0.0,82,Overcast
2024-01-02 10:00:00,70,24.8,37.7,0.0,1009.6,1006.8,0.35,1.34,2.4,243,7.9,29.4,1,3600.0,6.4,395.0,30.9,0.0,91,Overcast
2024-01-02 11:00:00,64,24.5,39.6,0.0,1009.2,1006.4,0.42,1.73,2.7,293,12.2,29.5,1,3600.0,5.35,496.0,32.2,0.0,50,Partly cloudy
2024-01-02 12:00:00,62,24.9,41.0,0.1,1008.2,1005.4,0.47,1.93,5.2,348,15.8,29.7,1,3600.0,6.55,578.0,33.2,0.1,96,Overcast
2024-01-02 13:00:00,62,25.1,40.4,0.2,1007.7,1004.9,0.46,1.95,7.3,349,20.5,30.0,1,3600.0,8.65,380.0,33.4,0.2,100,Rain showers: Slight
2024-01-02 14:00:00,72,25.5,36.8,2.8,1006.6,1003.8,0.41,1.27,9.7,360,23.8,30.3,1,2424.51,7.45,124.0,31.2,2.8,100,Thunderstorm with slight hail
2024-01-02 15:00:00,73,25.3,36.4,1.2,1006.2,1003.4,0.26,1.19,8.4,353,22.3,30.5,1,0.0,5.05,16.0,30.7,1.2,100,Thunderstorm: Slight or moderate
2024-01-02 16:00:00,74,25.3,36.6,1.0,1006.1,1003.3,0.21,1.13,5.9,349,18.7,30.6,1,0.0,2.8,17.0,30.5,1.0,100,Thunderstorm: Slight or moderate
2024-01-02 17:00:00,76,25.2,35.9,1.1,1006.7,1003.9,0.15,1.01,5.4,4,14.8,30.7,1,0.0,1.65,0.0,29.9,1.1,100,Thunderstorm: Slight or moderate
2024-01-02 18:00:00,78,25.0,35.2,1.1,1007.7,1004.9,0.09,0.89,5.0,21,13.7,30.8,1,0.0,0.35,0.0,29.2,1.1,100,Thunderstorm: Slight or moderate
2024-01-02 19:00:00,81,25.3,35.4,1.9,1008.4,1005.6,0.06,0.76,3.3,354,10.8,30.8,0,0.0,0.0,0.0,28.9,1.9,100,Thunderstorm: Slight or moderate
2024-01-02 20:00:00,83,25.1,34.9,1.9,1009.5,1006.6,0.03,0.65,1.3,146,5.4,30.8,0,0.0,0.0,0.0,28.3,1.9,100,Thunderstorm: Slight or moderate
2024-01-02 21:00:00,85,24.9,33.9,2.1,1009.9,1007.0,0.04,0.56,2.9,150,9.4,30.7,0,0.0,0.0,0.0,27.7,2.1,100,Thunderstorm with slight hail
2024-01-02 22:00:00,87,24.9,33.3,1.1,1009.9,1007.0,0.04,0.47,4.1,142,12.6,30.7,0,0.0,0.0,0.0,27.2,1.1,100,Thunderstorm: Slight or moderate
2024-01-02 23:00:00,89,24.8,32.7,1.4,1009.9,1007.0,0.04,0.39,4.6,135,13.3,30.6,0,0.0,0.0,0.0,26.8,1.4,100,Thunderstorm: Slight or moderate
2024-01-03 00:00:00,90,24.7,32.4,1.0,1009.4,1006.5,0.03,0.35,4.3,132,13.3,30.5,0,0.0,0.0,0.0,26.5,1.0,100,Thunderstorm: Slight or moderate
2024-01-03 01:00:00,90,24.7,32.5,0.7,1009.4,1006.5,0.03,0.35,3.9,146,13.0,30.3,0,0.0,0.0,0.0,26.5,0.7,100,Rain showers: Slight
2024-01-03 02:00:00,90,24.5,32.2,1.1,1008.5,1005.6,0.03,0.34,3.4,148,11.2,30.2,0,0.0,0.0,0.0,26.3,1.1,100,Thunderstorm: Slight or moderate
2024-01-03 03:00:00,90,24.3,32.0,1.3,1008.6,1005.7,0.03,0.34,2.8,140,9.4,30.1,0,0.0,0.0,0.0,26.1,1.3,100,Thunderstorm: Slight or moderate
2024-01-03 04:00:00,90,24.2,31.8,1.4,1008.7,1005.8,0.03,0.34,2.5,135,9.7,30.0,0,0.0,0.0,0.0,26.0,1.4,100,Thunderstorm: Slight or moderate
2024-01-03 05:00:00,90,24.1,31.6,1.5,1009.3,1006.4,0.03,0.33,2.6,124,10.8,29.8,0,0.0,0.0,0.0,25.9,1.5,100,Thunderstorm: Slight or moderate
2024-01-03 06:00:00,90,23.9,31.4,1.4,1009.8,1006.9,0.03,0.33,2.6,146,11.5,29.7,1,0.0,0.0,0.0,25.7,1.4,100,Thunderstorm: Slight or moderate
2024-01-03 07:00:00,91,24.3,31.8,1.5,1010.5,1007.6,0.03,0.3,2.4,153,11.5,29.6,1,0.0,0.6,0.0,25.9,1.5,100,Thunderstorm: Slight or moderate
2024-01-03 08:00:00,90,24.2,32.0,1.7,1010.8,1007.9,0.04,0.34,1.4,180,10.1,29.5,1,0.0,1.95,0.0,26.0,1.7,100,Thunderstorm: Slight or moderate
2024-01-03 09:00:00,88,24.3,32.6,1.0,1011.2,1008.3,0.07,0.41,0.8,207,7.6,29.4,1,0.0,4.05,0.0,26.4,1.0,100,Thunderstorm: Slight or moderate
2024-01-03 10:00:00,85,24.2,32.9,0.3,1010.9,1008.0,0.13,0.53,1.6,207,6.8,29.3,1,0.0,5.15,3.0,26.9,0.3,100,Rain showers: Slight
2024-01-03 11:00:00,79,24.3,33.9,0.0,1010.3,1007.4,0.2,0.8,4.6,288,10.4,29.3,1,0.0,6.15,12.0,28.3,0.0,100,Overcast
2024-01-03 12:00:00,77,24.3,34.3,0.1,1009.2,1006.3,0.22,0.91,5.0,300,11.5,29.3,1,0.0,6.55,15.0,28.8,0.1,100,Overcast
2024-01-03 13:00:00,81,25.1,34.9,0.4,1008.6,1005.8,0.26,0.75,4.1,315,13.3,29.3,1,0.0,6.75,34.0,28.7,0.4,100,Rain showers: Slight
2024-01-03 14:00:00,78,24.9,34.9,0.1,1007.5,1004.7,0.23,0.89,6.6,315,14.4,29.4,1,0.0,5.4,25.0,29.2,0.1,100,Overcast
2024-01-03 15:00:00,79,24.9,34.4,0.4,1007.1,1004.3,0.22,0.83,7.4,313,16.2,29.5,1,0.0,4.2,7.0,28.9,0.4,100,Rain showers: Slight
2024-01-03 16:00:00,82,24.8,34.0,0.6,1007.1,1004.3,0.16,0.69,5.8,300,16.2,29.6,1,0.0,2.7,0.0,28.2,0.5,100,Rain showers: Slight
2024-01-03 17:00:00,83,24.9,33.9,0.1,1007.7,1004.8,0.11,0.64,4.8,283,13.0,29.6,1,0.0,1.3,0.0,28.0,0.1,100,Overcast
2024-01-03 18:00:00,83,24.7,33.7,0.0,1008.5,1005.6,0.07,0.64,5.0,270,10.8,29.6,1,0.0,0.25,0.0,27.9,0.0,100,Overcast
2024-01-03 19:00:00,86,25.2,34.1,0.0,1009.0,1006.1,0.03,0.52,3.6,270,10.4,29.6,0,0.0,0.0,0.0,27.8,0.0,100,Overcast
2024-01-03 20:00:00,89,25.4,34.0,0.0,1009.5,1006.6,0.02,0.4,3.3,264,6.8,29.6,0,0.0,0.0,0.0,27.4,0.0,100,Overcast
2024-01-03 21:00:00,90,25.3,33.6,0.0,1009.7,1006.8,0.01,0.36,2.9,263,6.5,29.5,0,0.0,0.0,0.0,27.1,0.0,96,Overcast
2024-01-03 22:00:00,91,25.3,33.5,0.0,1009.6,1006.7,0.01,0.32,2.1,239,5.4,29.5,0,0.0,0.0,0.0,26.9,0.0,100,Overcast
2024-01-03 23:00:00,92,25.3,33.3,0.0,1009.2,1006.3,0.01,0.28,2.3,231,4.3,29.4,0,0.0,0.0,0.0,26.7,0.0,94,Overcast
2024-01-04 00:00:00,92,25.1,33.1,0.0,1008.5,1005.6,0.01,0.28,1.8,233,4.3,29.3,0,0.0,0.0,0.0,26.5,0.0,75,Partly cloudy
2024-01-04 01:00:00,89,24.3,32.1,0.0,1008.9,1006.0,0.01,0.37,2.5,278,4.0,29.2,0,0.0,0.0,0.0,26.2,0.0,41,Partly cloudy
2024-01-04 02:00:00,88,23.8,31.4,0.0,1008.4,1005.5,0.01,0.4,3.3,283,6.5,29.1,0,0.0,0.0,0.0,25.9,0.0,100,Overcast
2024-01-04 03:00:00,88,23.6,31.0,0.0,1008.3,1005.4,0.01,0.4,3.6,276,6.5,29.0,0,0.0,0.0,0.0,25.7,0.0,100,Overcast
2024-01-04 04:00:00,89,23.6,30.9,0.0,1008.1,1005.2,0.01,0.36,3.2,270,6.5,28.9,0,0.0,0.0,0.0,25.5,0.0,100,Overcast
2024-01-04 05:00:00,89,23.5,30.8,0.0,1008.9,1006.0,0.01,0.36,2.9,270,6.1,28.8,0,0.0,0.0,0.0,25.4,0.0,100,Overcast
2024-01-04 06:00:00,89,23.5,30.9,0.0,1009.9,1007.0,0.01,0.36,2.2,261,5.0,28.7,1,0.0,0.0,0.0,25.4,0.0,100,Overcast
2024-01-04 07:00:00,88,23.8,31.7,0.0,1010.2,1007.3,0.02,0.4,1.6,243,4.3,28.6,1,0.0,0.05,2.0,26.0,0.0,100,Overcast
2024-01-04 08:00:00,81,23.7,32.8,0.0,1011.1,1008.2,0.06,0.69,2.2,261,5.4,28.5,1,2014.18,0.3,51.0,27.2,0.0,100,Overcast
2024-01-04 09:00:00,76,23.8,33.9,0.0,1011.3,1008.4,0.17,0.93,3.6,276,8.3,28.5,1,3600.0,0.75,117.0,28.5,0.0,100,Overcast
2024-01-04 10:00:00,70,23.7,34.7,0.0,1011.1,1008.3,0.27,1.26,6.9,276,14.8,28.6,1,3600.0,2.9,213.0,29.8,0.0,100,Overcast
2024-01-04 11:00:00,68,24.1,35.7,0.0,1010.9,1008.1,0.3,1.41,8.1,291,17.6,28.7,1,3600.0,6.25,180.0,30.7,0.0,100,Overcast
2024-01-04 12:00:00,67,24.4,37.1,0.0,1009.9,1007.1,0.4,1.5,9.2,301,19.4,28.9,1,3600.0,7.4,290.0,31.3,0.0,99,Overcast
2024-01-04 13:00:00,71,25.2,35.9,0.7,1009.0,1006.2,0.34,1.31,13.7,288,23.4,29.2,1,3600.0,5.05,181.0,31.1,0.7,100,Rain showers: Slight
2024-01-04 14:00:00,80,25.3,34.0,5.9,1008.6,1005.8,0.3,0.8,13.2,296,30.6,29.4,1,0.0,3.65,9.0,29.1,5.9,100,Thunderstorm: Slight or moderate
2024-01-04 15:00:00,78,25.2,34.7,0.6,1008.3,1005.5,0.21,0.9,10.9,287,25.6,29.5,1,0.0,1.1,27.0,29.4,0.6,100,Rain showers: Slight
2024-01-04 16:00:00,81,24.8,33.6,2.2,1008.2,1005.3,0.19,0.73,10.1,268,22.7,29.6,1,0.0,0.7,2.0,28.4,2.2,100,Thunderstorm: Slight or moderate
2024-01-04 17:00:00,85,24.7,32.9,1.5,1008.9,1006.0,0.11,0.55,7.6,270,20.2,29.7,1,0.0,0.4,0.0,27.5,1.4,100,Thunderstorm: Slight or moderate
2024-01-04 18:00:00,88,25.0,33.2,0.2,1009.8,1006.9,0.06,0.43,4.8,283,14.8,29.7,1,0.0,0.05,0.0,27.2,0.0,100,Rain: Slight intensity
2024-01-04 19:00:00,95,24.4,31.3,0.0,1011.5,1008.6,0.03,0.16,1.8,79,9.4,29.5,0,0.0,0.0,0.0,25.3,0.0,100,Overcast
2024-01-04 20:00:00,95,24.5,31.3,0.2,1012.1,1009.2,0.02,0.16,3.2,90,6.8,29.4,0,0.0,0.0,0.0,25.4,0.0,100,Rain: Slight intensity
2024-01-04 21:00:00,95,24.3,31.0,0.1,1012.3,1009.4,0.02,0.16,3.8,107,8.3,29.3,0,0.0,0.0,0.0,25.2,0.0,99,Rain: Slight intensity
2024-01-04 22:00:00,93,24.0,30.7,0.0,1012.2,1009.3,0.02,0.22,4.4,125,9.0,29.1,0,0.0,0.0,0.0,25.3,0.0,100,Overcast
2024-01-04 23:00:00,93,23.9,30.7,0.0,1011.7,1008.8,0.02,0.22,3.4,122,9.0,29.0,0,0.0,0.0,0.0,25.2,0.0,100,Overcast
2024-01-05 00:00:00,94,24.0,30.8,0.1,1010.9,1008.0,0.02,0.19,2.3,129,6.8,28.9,0,0.0,0.0,0.0,25.1,0.0,100,Rain: Slight intensity
2024-01-05 01:00:00,95,23.8,30.1,0.2,1011.0,1008.1,0.01,0.15,2.8,140,4.7,28.8,0,0.0,0.0,0.0,24.6,0.0,100,Rain: Slight intensity
2024-01-05 02:00:00,96,23.9,30.2,0.2,1010.1,1007.2,0.01,0.12,2.5,135,5.4,28.7,0,0.0,0.0,0.0,24.6,0.0,100,Rain: Slight intensity
2024-01-05 03:00:00,95,23.6,30.1,0.1,1009.9,1007.0,0.01,0.15,1.8,101,5.4,28.6,0,0.0,0.0,0.0,24.5,0.0,100,Rain: Slight intensity
2024-01-05 04:00:00,95,23.6,30.1,0.0,1009.7,1006.8,0.01,0.15,1.1,180,3.6,28.4,0,0.0,0.0,0.0,24.4,0.0,100,Fog
2024-01-05 05:00:00,96,23.7,30.0,0.0,1010.3,1007.4,0.01,0.12,1.5,194,3.2,28.3,0,0.0,0.0,0.0,24.4,0.0,100,Fog
2024-01-05 06:00:00,96,23.6,30.0,0.0,1010.8,1007.9,-0.0,0.12,0.5,135,2.9,28.2,1,0.0,0.0,0.0,24.3,0.0,100,Fog
2024-01-05 07:00:00,94,23.8,30.5,0.0,1011.0,1008.1,0.01,0.19,1.8,191,3.2,28.1,1,1830.92,0.25,23.0,24.8,0.0,95,Fog
2024-01-05 08:00:00,90,24.3,32.3,0.0,1011.5,1008.6,0.11,0.34,0.8,153,5.0,28.1,1,3600.0,1.7,131.0,26.1,0.0,76,Partly cloudy
2024-01-05 09:00:00,80,24.0,33.8,0.0,1011.3,1008.4,0.26,0.75,1.1,342,4.7,28.1,1,3600.0,4.45,268.0,27.8,0.0,74,Partly cloudy
2024-01-05 10:00:00,72,23.7,35.6,0.0,1011.1,1008.2,0.38,1.14,1.6,333,6.5,28.1,1,3600.0,6.7,363.0,29.3,0.0,68,Partly cloudy
2024-01-05 11:00:00,65,23.3,37.7,0.0,1010.6,1007.8,0.46,1.54,0.7,360,6.1,28.3,1,3600.0,8.35,471.0,30.7,0.0,74,Partly cloudy
2024-01-05 12:00:00,59,22.8,38.9,0.0,1009.8,1007.0,0.5,1.93,0.4,360,3.6,28.5,1,3600.0,9.2,537.0,31.8,0.0,63,Partly cloudy
2024-01-05 13:00:00,58,23.0,38.9,0.0,1009.3,1006.5,0.56,2.03,5.1,356,9.4,28.7,1,3600.0,8.9,614.0,32.3,0.0,74,Partly cloudy
2024-01-05 14:00:00,57,22.8,37.0,0.0,1008.2,1005.4,0.44,2.08,6.2,353,13.7,29.0,1,3600.0,5.7,318.0,32.4,0.0,89,Overcast
2024-01-05 15:00:00,69,24.0,34.7,0.3,1008.1,1005.3,0.37,1.34,11.6,338,24.1,29.3,1,3600.0,5.75,193.0,30.3,0.3,93,Rain showers: Slight
2024-01-05 16:00:00,75,24.6,34.6,1.0,1008.2,1005.4,0.26,1.03,8.9,333,24.8,29.5,1,3007.39,4.25,95.0,29.5,1.0,90,Rain showers: Slight
2024-01-05 17:00:00,74,24.3,34.8,0.2,1009.0,1006.2,0.18,1.07,6.3,336,18.4,29.6,1,3107.82,2.2,63.0,29.5,0.2,100,Rain showers: Slight
2024-01-05 18:00:00,75,24.1,34.7,0.5,1009.6,1006.8,0.1,1.0,3.6,323,13.0,29.7,1,0.0,0.55,4.0,29.0,0.5,100,Rain showers: Slight
2024-01-05 19:00:00,81,24.8,34.6,1.4,1010.6,1007.7,0.04,0.73,2.4,243,7.2,29.9,0,0.0,0.0,0.0,28.4,1.4,100,Thunderstorm: Slight or moderate
2024-01-05 20:00:00,85,24.8,33.5,2.6,1011.0,1008.1,0.04,0.55,4.5,194,11.2,29.9,0,0.0,0.0,0.0,27.6,2.6,100,Thunderstorm: Slight or moderate
2024-01-05 21:00:00,89,24.8,32.6,2.6,1011.5,1008.6,0.05,0.39,5.5,169,13.0,29.8,0,0.0,0.0,0.0,26.8,2.6,100,Rain showers: Moderate
2024-01-05 22:00:00,90,24.7,32.3,0.3,1011.4,1008.5,0.04,0.35,4.8,138,13.0,29.8,0,0.0,0.0,0.0,26.5,0.3,100,Rain showers: Slight
2024-01-05 23:00:00,90,24.5,32.1,0.2,1011.1,1008.2,0.03,0.34,3.8,131,10.4,29.7,0,0.0,0.0,0.0,26.3,0.1,100,Overcast
2024-01-06 00:00:00,90,24.3,31.8,0.2,1010.7,1007.8,0.03,0.34,3.6,143,7.9,29.6,0,0.0,0.0,0.0,26.1,0.2,94,Rain showers: Slight
2024-01-06 01:00:00,92,24.2,31.3,0.2,1010.5,1007.6,0.02,0.26,3.1,135,7.6,29.4,0,0.0,0.0,0.0,25.6,0.2,100,Overcast
2024-01-06 02:00:00,92,24.1,31.3,0.1,1009.7,1006.8,0.02,0.26,2.3,129,6.1,29.3,0,0.0,0.0,0.0,25.5,0.1,99,Overcast
2024-01-06 03:00:00,93,24.1,31.4,0.2,1009.3,1006.4,0.01,0.23,0.8,117,4.7,29.2,0,0.0,0.0,0.0,25.3,0.2,100,Rain showers: Slight
2024-01-06 04:00:00,93,23.9,31.1,0.3,1009.3,1006.4,0.01,0.22,1.1,288,2.5,29.1,0,0.0,0.0,0.0,25.2,0.3,100,Rain showers: Slight
2024-01-06 05:00:00,94,24.1,31.0,0.0,1010.2,1007.3,0.01,0.19,2.2,279,4.3,29.0,0,0.0,0.0,0.0,25.2,0.0,100,Overcast
2024-01-06 06:00:00,95,24.2,30.9,0.0,1010.4,1007.5,0.01,0.16,2.5,262,5.4,28.9,1,0.0,0.0,0.0,25.1,0.0,100,Overcast
2024-01-06 07:00:00,94,24.5,31.6,0.0,1011.2,1008.3,0.02,0.2,3.0,256,7.6,28.8,1,0.0,0.6,8.0,25.6,0.0,100,Overcast
2024-01-06 08:00:00,90,25.0,33.0,0.0,1011.1,1008.2,0.09,0.35,3.6,264,8.6,28.7,1,1668.24,2.25,46.0,26.8,0.0,100,Overcast
2024-01-06 09:00:00,81,24.5,34.0,0.0,1011.3,1008.4,0.21,0.72,3.7,281,9.7,28.7,1,3316.2,4.45,103.0,28.1,0.0,100,Overcast
2024-01-06 10:00:00,74,24.2,35.2,0.0,1010.7,1007.9,0.33,1.06,2.7,293,9.4,28.7,1,3600.0,6.6,220.0,29.4,0.0,100,Overcast
2024-01-06 11:00:00,68,24.0,37.0,0.0,1010.2,1007.4,0.41,1.4,2.6,286,8.3,28.8,1,3600.0,8.15,334.0,30.6,0.0,92,Overcast
2024-01-06 12:00:00,64,24.0,38.7,0.0,1009.4,1006.6,0.48,1.67,3.2,270,11.2,29.0,1,3600.0,8.9,446.0,31.6,0.0,75,Partly cloudy
2024-01-06 13:00:00,59,23.6,39.0,0.0,1008.2,1005.4,0.49,2.02,6.4,308,14.4,29.2,1,3600.0,8.5,493.0,32.7,0.0,77,Partly cloudy
2024-01-06 14:00:00,60,23.9,38.1,0.0,1007.0,1004.2,0.46,1.97,8.9,317,21.6,29.5,1,3600.0,7.25,346.0,32.7,0.0,78,Partly cloudy
2024-01-06 15:00:00,72,25.0,36.0,2.2,1006.8,1004.0,0.37,1.23,9.9,327,24.5,29.7,1,3600.0,3.25,174.0,30.7,2.2,100,Thunderstorm with slight hail
2024-01-06 16:00:00,76,24.9,35.2,3.4,1007.6,1004.8,0.25,0.99,7.2,323,22.0,29.9,1,0.0,1.7,27.0,29.6,3.4,100,Thunderstorm with slight hail
2024-01-06 17:00:00,79,24.9,34.9,2.9,1008.6,1005.8,0.13,0.84,4.3,318,17.6,30.0,1,0.0,1.55,1.0,28.9,2.9,100,Thunderstorm with slight hail
2024-01-06 18:00:00,85,25.0,34.0,6.1,1009.4,1006.5,0.08,0.56,3.6,276,12.6,30.1,1,0.0,0.5,0.0,27.8,6.1,100,Thunderstorm with slight hail
2024-01-06 19:00:00,88,25.0,33.7,4.0,1009.8,1006.9,0.04,0.43,1.3,124,8.6,30.0,0,0.0,0.0,0.0,27.2,4.0,100,Thunderstorm with slight hail
2024-01-06 20:00:00,89,24.8,33.1,3.5,1010.3,1007.4,0.04,0.39,2.5,98,9.4,30.0,0,0.0,0.0,0.0,26.8,3.5,100,Thunderstorm: Slight or moderate
2024-01-06 21:00:00,90,24.9,32.9,0.4,1010.9,1008.0,0.03,0.35,3.4,72,9.0,29.9,0,0.0,0.0,0.0,26.7,0.4,100,Rain showers: Slight
2024-01-06 22:00:00,91,25.0,32.7,0.0,1011.0,1008.1,0.03,0.31,3.6,84,7.2,29.8,0,0.0,0.0,0.0,26.6,0.0,100,Overcast
2024-01-06 23:00:00,91,24.8,32.5,0.0,1011.0,1008.1,0.02,0.31,3.7,79,7.9,29.7,0,0.0,0.0,0.0,26.4,0.0,100,Overcast
2024-01-07 00:00:00,92,24.8,32.3,0.0,1010.6,1007.7,0.02,0.27,3.0,76,7.6,29.6,0,0.0,0.0,0.0,26.2,0.0,100,Overcast
2024-01-07 01:00:00,92,24.6,32.2,0.0,1010.3,1007.4,0.02,0.27,2.2,99,5.8,29.5,0,0.0,0.0,0.0,26.0,0.0,100,Overcast
2024-01-07 02:00:00,93,24.7,32.2,0.0,1009.7,1006.8,0.01,0.23,1.6,117,4.0,29.4,0,0.0,0.0,0.0,25.9,0.0,100,Overcast
2024-01-07 03:00:00,93,24.6,32.1,0.0,1009.3,1006.4,0.01,0.23,1.0,135,3.6,29.3,0,0.0,0.0,0.0,25.8,0.0,100,Overcast
2024-01-07 04:00:00,94,24.8,32.3,0.0,1009.7,1006.8,0.01,0.2,0.5,135,2.2,29.2,0,0.0,0.0,0.0,25.8,0.0,100,Overcast
