id_id,id_n_id,id_time,id_meter_id,id_stand_energy_kirim,id_v1,id_v2,id_frequency,id_power_factor,id_create_date,updated_at,created_at,reactive_energy_import,reactive_energy_export,apparent_energy_import,id_v1,id_v1_status,id_v2,id_v2_status,id_v3,id_v3_status,id_frequency,id_frequency_status,id_power_factor,id_power_factor_status,reactive_energy_import,reactive_energy_import_status,reactive_energy_export,reactive_energy_export_status,apparent_energy_import,apparent_energy_import_status,id_stand_energy_kirim,id_stand_energy_kirim_status,rssi,rssi_status
605053.0,32.0,2024-01-01 00:20:00,OPMC_AHU_L6,3017140.0,229.0,230.0,49.98,1.0,2024-01-01 00:20:25.000,2024-01-01 00:20:25.000,2024-01-01 00:20:25.000,28419.0,28672.0,3048968.0,229.0,original,230.0,original,231.0,original,49.98,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-91.0,original
605053.0,,2024-01-01 00:30:00,OPMC_AHU_L6,3017140.0,229.0,230.0,49.983333333333334,1.0,,,,28419.0,28672.0,3048968.0,229.0,interpolated,230.0,interpolated,231.33333333333334,interpolated,49.983333333333334,interpolated,1.0,interpolated,28419.0,interpolated,28672.0,interpolated,3048968.0,interpolated,3017140.0,interpolated,-91.0,interpolated
605053.0,,2024-01-01 00:40:00,OPMC_AHU_L6,3017140.0,229.0,230.0,49.986666666666665,1.0,,,,28419.0,28672.0,3048968.0,229.0,interpolated,230.0,interpolated,231.66666666666666,interpolated,49.986666666666665,interpolated,1.0,interpolated,28419.0,interpolated,28672.0,interpolated,3048968.0,interpolated,3017140.0,interpolated,-91.0,interpolated
605110.0,32.0,2024-01-01 00:50:00,OPMC_AHU_L6,3017140.0,229.0,230.0,49.99,1.0,2024-01-01 00:50:04.000,2024-01-01 00:50:04.000,2024-01-01 00:50:04.000,28419.0,28672.0,3048968.0,229.0,original,230.0,original,232.0,original,49.99,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-91.0,original
605159.0,32.0,2024-01-01 01:00:00,OPMC_AHU_L6,3017140.0,229.0,229.0,49.96,1.0,2024-01-01 01:00:31.000,2024-01-01 01:00:31.000,2024-01-01 01:00:31.000,28419.0,28672.0,3048968.0,229.0,original,229.0,original,232.0,original,49.96,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-93.0,original
605159.0,,2024-01-01 01:10:00,OPMC_AHU_L6,3017140.0,229.0,229.5,49.99,1.0,,,,28419.0,28672.0,3048968.0,229.0,interpolated,229.5,interpolated,232.0,interpolated,49.99,interpolated,1.0,interpolated,28419.0,interpolated,28672.0,interpolated,3048968.0,interpolated,3017140.0,interpolated,-101.0,interpolated
605211.0,32.0,2024-01-01 01:20:00,OPMC_AHU_L6,3017140.0,229.0,230.0,50.02,1.0,2024-01-01 01:20:31.000,2024-01-01 01:20:31.000,2024-01-01 01:20:31.000,28419.0,28672.0,3048968.0,229.0,original,230.0,original,232.0,original,50.02,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-109.0,original
605235.0,32.0,2024-01-01 01:30:00,OPMC_AHU_L6,3017140.0,229.0,230.0,49.97,1.0,2024-01-01 01:30:20.000,2024-01-01 01:30:20.000,2024-01-01 01:30:20.000,28419.0,28672.0,3048968.0,229.0,original,230.0,original,232.0,original,49.97,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-97.0,original
605262.0,32.0,2024-01-01 01:40:00,OPMC_AHU_L6,3017140.0,230.0,230.0,50.0,1.0,2024-01-01 01:40:23.000,2024-01-01 01:40:23.000,2024-01-01 01:40:23.000,28419.0,28672.0,3048968.0,230.0,original,230.0,original,232.0,original,50.0,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-89.0,original
605290.0,32.0,2024-01-01 01:50:00,OPMC_AHU_L6,3017140.0,230.0,230.0,50.0,1.0,2024-01-01 01:50:20.000,2024-01-01 01:50:20.000,2024-01-01 01:50:20.000,28419.0,28672.0,3048968.0,230.0,original,230.0,original,232.0,original,50.0,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-91.0,original
