id_id,id_n_id,id_time,id_meter_id,id_stand_energy_kirim,id_v1,id_v2,id_frequency,id_power_factor,id_create_date,updated_at,created_at,reactive_energy_import,reactive_energy_export,apparent_energy_import,id_v1,id_v1_status,id_v2,id_v2_status,id_v3,id_v3_status,id_frequency,id_frequency_status,id_power_factor,id_power_factor_status,reactive_energy_import,reactive_energy_import_status,reactive_energy_export,reactive_energy_export_status,apparent_energy_import,apparent_energy_import_status,id_stand_energy_kirim,id_stand_energy_kirim_status,rssi,rssi_status
605053.0,32.0,2024-01-01 00:15:00,OPMC_AHU_L6,3017140.0,229.0,230.0,49.98,1.0,2024-01-01 00:20:25.000,2024-01-01 00:20:25.000,2024-01-01 00:20:25.000,28419.0,28672.0,3048968.0,229.0,original,230.0,original,231.0,original,49.98,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-91.0,original
605053.0,,2024-01-01 00:30:00,OPMC_AHU_L6,3017140.0,229.0,230.0,49.985,1.0,,,,28419.0,28672.0,3048968.0,229.0,interpolated,230.0,interpolated,231.5,interpolated,49.985,interpolated,1.0,interpolated,28419.0,interpolated,28672.0,interpolated,3048968.0,interpolated,3017140.0,interpolated,-91.0,interpolated
605110.0,32.0,2024-01-01 00:45:00,OPMC_AHU_L6,3017140.0,229.0,230.0,49.99,1.0,2024-01-01 00:50:04.000,2024-01-01 00:50:04.000,2024-01-01 00:50:04.000,28419.0,28672.0,3048968.0,229.0,original,230.0,original,232.0,original,49.99,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-91.0,original
605159.0,32.0,2024-01-01 01:00:00,OPMC_AHU_L6,3017140.0,229.0,229.0,49.96,1.0,2024-01-01 01:00:31.000,2024-01-01 01:00:31.000,2024-01-01 01:00:31.000,28419.0,28672.0,3048968.0,229.0,original,229.0,original,232.0,original,49.96,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-93.0,original
605211.0,32.0,2024-01-01 01:15:00,OPMC_AHU_L6,3017140.0,229.0,230.0,50.02,1.0,2024-01-01 01:20:31.000,2024-01-01 01:20:31.000,2024-01-01 01:20:31.000,28419.0,28672.0,3048968.0,229.0,original,230.0,original,232.0,original,50.02,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-109.0,original
605235.0,32.0,2024-01-01 01:30:00,OPMC_AHU_L6,3017140.0,229.0,230.0,49.97,1.0,2024-01-01 01:30:20.000,2024-01-01 01:30:20.000,2024-01-01 01:30:20.000,28419.0,28672.0,3048968.0,229.0,original,230.0,original,232.0,original,49.97,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-97.0,original
605290.0,32.0,2024-01-01 01:45:00,OPMC_AHU_L6,3017140.0,230.0,230.0,50.0,1.0,2024-01-01 01:50:20.000,2024-01-01 01:50:20.000,2024-01-01 01:50:20.000,28419.0,28672.0,3048968.0,230.0,original,230.0,original,232.0,original,50.0,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-91.0,original
605316.0,32.0,2024-01-01 02:00:00,OPMC_AHU_L6,3017140.0,230.0,230.0,49.99,1.0,2024-01-01 02:00:21.000,2024-01-01 02:00:21.000,2024-01-01 02:00:21.000,28419.0,28672.0,3048968.0,230.0,original,230.0,original,232.0,original,49.99,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-90.0,original
605316.0,,2024-01-01 02:15:00,OPMC_AHU_L6,3017140.0,230.0,230.5,49.995000000000005,1.0,,,,28419.0,28672.0,3048968.0,230.0,interpolated,230.5,interpolated,232.0,interpolated,49.995000000000005,interpolated,1.0,interpolated,28419.0,interpolated,28672.0,interpolated,3048968.0,interpolated,3017140.0,interpolated,-89.5,interpolated
605386.0,32.0,2024-01-01 02:30:00,OPMC_AHU_L6,3017140.0,230.0,231.0,50.0,1.0,2024-01-01 02:30:13.000,2024-01-01 02:30:13.000,2024-01-01 02:30:13.000,28419.0,28672.0,3048968.0,230.0,original,231.0,original,232.0,original,50.0,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-89.0,original
605449.0,32.0,2024-01-01 02:45:00,OPMC_AHU_L6,3017140.0,230.0,230.0,49.98,1.0,2024-01-01 02:50:16.000,2024-01-01 02:50:16.000,2024-01-01 02:50:16.000,28419.0,28672.0,3048968.0,230.0,original,230.0,original,233.0,original,49.98,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-93.0,original
605471.0,32.0,2024-01-01 03:00:00,OPMC_AHU_L6,3017140.0,230.0,230.0,49.97,1.0,2024-01-01 03:00:11.000,2024-01-01 03:00:11.000,2024-01-01 03:00:11.000,28419.0,28672.0,3048968.0,230.0,original,230.0,original,233.0,original,49.97,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-101.0,original
605527.0,32.0,2024-01-01 03:15:00,OPMC_AHU_L6,3017140.0,228.0,228.0,50.04,1.0,2024-01-01 03:20:23.000,2024-01-01 03:20:23.000,2024-01-01 03:20:23.000,28419.0,28672.0,3048968.0,228.0,original,228.0,original,230.0,original,50.04,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-92.0,original
605581.0,32.0,2024-01-01 03:30:00,OPMC_AHU_L6,3017140.0,228.0,228.0,49.99,1.0,2024-01-01 03:40:19.000,2024-01-01 03:40:19.000,2024-01-01 03:40:19.000,28419.0,28672.0,3048968.0,228.0,original,228.0,original,230.0,original,49.99,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-90.0,original
605602.0,32.0,2024-01-01 03:45:00,OPMC_AHU_L6,3017140.0,228.0,229.0,49.99,1.0,2024-01-01 03:50:13.000,2024-01-01 03:50:13.000,2024-01-01 03:50:13.000,28419.0,28672.0,3048968.0,228.0,original,229.0,original,230.0,original,49.99,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-88.0,original
605637.0,32.0,2024-01-01 04:00:00,OPMC_AHU_L6,3017140.0,228.0,229.0,50.02,1.0,2024-01-01 04:00:29.000,2024-01-01 04:00:29.000,2024-01-01 04:00:29.000,28419.0,28672.0,3048968.0,228.0,original,229.0,original,231.0,original,50.02,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-91.0,original
605691.0,32.0,2024-01-01 04:15:00,OPMC_AHU_L6,3017140.0,228.0,229.0,50.07,1.0,2024-01-01 04:20:29.000,2024-01-01 04:20:29.000,2024-01-01 04:20:29.000,28419.0,28672.0,3048968.0,228.0,original,229.0,original,231.0,original,50.07,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-101.0,original
605743.0,32.0,2024-01-01 04:30:00,OPMC_AHU_L6,3017140.0,228.0,229.0,50.06,1.0,2024-01-01 04:40:24.000,2024-01-01 04:40:24.000,2024-01-01 04:40:24.000,28419.0,28672.0,3048968.0,228.0,original,229.0,original,231.0,original,50.06,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-90.0,original
605772.0,32.0,2024-01-01 04:45:00,OPMC_AHU_L6,3017140.0,228.0,228.0,50.05,1.0,2024-01-01 04:50:20.000,2024-01-01 04:50:20.000,2024-01-01 04:50:20.000,28419.0,28672.0,3048968.0,228.0,original,228.0,original,231.0,original,50.05,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-99.0,original
605823.0,32.0,2024-01-01 05:00:00,OPMC_AHU_L6,3017140.0,228.0,228.0,49.98,1.0,2024-01-01 05:10:24.000,2024-01-01 05:10:24.000,2024-01-01 05:10:24.000,28419.0,28672.0,3048968.0,228.0,original,228.0,original,230.0,original,49.98,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-90.0,original
605848.0,32.0,2024-01-01 05:15:00,OPMC_AHU_L6,3017140.0,228.0,228.0,50.03,1.0,2024-01-01 05:20:19.000,2024-01-01 05:20:19.000,2024-01-01 05:20:19.000,28419.0,28672.0,3048968.0,228.0,original,228.0,original,230.0,original,50.03,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-91.0,original
605848.0,,2024-01-01 05:30:00,OPMC_AHU_L6,3017140.0,228.0,228.0,50.015,1.0,,,,28419.0,28672.0,3048968.0,228.0,interpolated,228.0,interpolated,230.0,interpolated,50.015,interpolated,1.0,interpolated,28419.0,interpolated,28672.0,interpolated,3048968.0,interpolated,3017140.0,interpolated,-92.5,interpolated
605929.0,32.0,2024-01-01 05:45:00,OPMC_AHU_L6,3017140.0,228.0,228.0,50.0,1.0,2024-01-01 05:50:26.000,2024-01-01 05:50:26.000,2024-01-01 05:50:26.000,28419.0,28672.0,3048968.0,228.0,original,228.0,original,230.0,original,50.0,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-94.0,original
605961.0,32.0,2024-01-01 06:00:00,OPMC_AHU_L6,3017140.0,228.0,228.0,50.05,1.0,2024-01-01 06:00:25.000,2024-01-01 06:00:25.000,2024-01-01 06:00:25.000,28419.0,28672.0,3048968.0,228.0,original,228.0,original,230.0,original,50.05,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-91.0,original
605961.0,,2024-01-01 06:15:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 06:30:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 06:45:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 07:00:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 07:15:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 07:30:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 07:45:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 08:00:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 08:15:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 08:30:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 08:45:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 09:00:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 09:15:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 09:30:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 09:45:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 10:00:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 10:15:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 10:30:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 10:45:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 11:00:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 11:15:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 11:30:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 11:45:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 12:00:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 12:15:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 12:30:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 12:45:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 13:00:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 13:15:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 13:30:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 13:45:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 14:00:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
605961.0,,2024-01-01 14:15:00,OPMC_AHU_L6,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large
607269.0,32.0,2024-01-01 14:30:00,OPMC_AHU_L6,3017140.0,226.0,226.0,50.0,1.0,2024-01-01 14:31:47.000,2024-01-01 14:31:47.000,2024-01-01 14:31:47.000,28419.0,28672.0,3048968.0,226.0,original,226.0,original,228.0,original,50.0,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-93.0,original
607327.0,32.0,2024-01-01 14:45:00,OPMC_AHU_L6,3017140.0,226.0,226.0,49.98,1.0,2024-01-01 14:50:11.000,2024-01-01 14:50:11.000,2024-01-01 14:50:11.000,28419.0,28672.0,3048968.0,226.0,original,226.0,original,228.0,original,49.98,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-95.0,original
607361.0,32.0,2024-01-01 15:00:00,OPMC_AHU_L6,3017140.0,226.0,226.0,50.03,1.0,2024-01-01 15:00:28.000,2024-01-01 15:00:28.000,2024-01-01 15:00:28.000,28419.0,28672.0,3048968.0,226.0,original,226.0,original,228.0,original,50.03,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-91.0,original
607409.0,32.0,2024-01-01 15:15:00,OPMC_AHU_L6,3017140.0,226.0,226.0,49.95,1.0,2024-01-01 15:20:14.000,2024-01-01 15:20:14.000,2024-01-01 15:20:14.000,28419.0,28672.0,3048968.0,226.0,original,226.0,original,228.0,original,49.95,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-91.0,original
607463.0,32.0,2024-01-01 15:30:00,OPMC_AHU_L6,3017140.0,226.0,226.0,50.01,1.0,2024-01-01 15:40:27.000,2024-01-01 15:40:27.000,2024-01-01 15:40:27.000,28419.0,28672.0,3048968.0,226.0,original,226.0,original,228.0,original,50.01,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-91.0,original
607480.0,32.0,2024-01-01 15:45:00,OPMC_AHU_L6,3017140.0,225.0,226.0,49.98,1.0,2024-01-01 15:50:10.000,2024-01-01 15:50:10.000,2024-01-01 15:50:10.000,28419.0,28672.0,3048968.0,225.0,original,226.0,original,228.0,original,49.98,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-91.0,original
607516.0,32.0,2024-01-01 16:00:00,OPMC_AHU_L6,3017140.0,225.0,226.0,49.96,1.0,2024-01-01 16:00:21.000,2024-01-01 16:00:21.000,2024-01-01 16:00:21.000,28419.0,28672.0,3048968.0,225.0,original,226.0,original,228.0,original,49.96,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-96.0,original
607568.0,32.0,2024-01-01 16:15:00,OPMC_AHU_L6,3017140.0,226.0,226.0,50.04,1.0,2024-01-01 16:20:30.000,2024-01-01 16:20:30.000,2024-01-01 16:20:30.000,28419.0,28672.0,3048968.0,226.0,original,226.0,original,228.0,original,50.04,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-89.0,original
607589.0,32.0,2024-01-01 16:30:00,OPMC_AHU_L6,3017140.0,226.0,226.0,49.98,1.0,2024-01-01 16:30:15.000,2024-01-01 16:30:15.000,2024-01-01 16:30:15.000,28419.0,28672.0,3048968.0,226.0,original,226.0,original,228.0,original,49.98,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-90.0,original
607648.0,32.0,2024-01-01 16:45:00,OPMC_AHU_L6,3017140.0,226.0,226.0,50.0,1.0,2024-01-01 16:50:19.000,2024-01-01 16:50:19.000,2024-01-01 16:50:19.000,28419.0,28672.0,3048968.0,226.0,original,226.0,original,228.0,original,50.0,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-90.0,original
607679.0,32.0,2024-01-01 17:00:00,OPMC_AHU_L6,3017140.0,226.0,226.0,50.02,1.0,2024-01-01 17:00:22.000,2024-01-01 17:00:22.000,2024-01-01 17:00:22.000,28419.0,28672.0,3048968.0,226.0,original,226.0,original,228.0,original,50.02,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-91.0,original
607725.0,32.0,2024-01-01 17:15:00,OPMC_AHU_L6,3017140.0,226.0,226.0,50.03,1.0,2024-01-01 17:20:11.000,2024-01-01 17:20:11.000,2024-01-01 17:20:11.000,28419.0,28672.0,3048968.0,226.0,original,226.0,original,228.0,original,50.03,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-103.0,original
607767.0,32.0,2024-01-01 17:30:00,OPMC_AHU_L6,3017140.0,225.0,226.0,49.97,1.0,2024-01-01 17:40:04.000,2024-01-01 17:40:04.000,2024-01-01 17:40:04.000,28419.0,28672.0,3048968.0,225.0,original,226.0,original,227.0,original,49.97,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-93.0,original
607806.0,32.0,2024-01-01 17:45:00,OPMC_AHU_L6,3017140.0,225.0,225.0,49.94,1.0,2024-01-01 17:50:27.000,2024-01-01 17:50:27.000,2024-01-01 17:50:27.000,28419.0,28672.0,3048968.0,225.0,original,225.0,original,227.0,original,49.94,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-95.0,original
607838.0,32.0,2024-01-01 18:00:00,OPMC_AHU_L6,3017140.0,225.0,225.0,50.01,1.0,2024-01-01 18:00:27.000,2024-01-01 18:00:27.000,2024-01-01 18:00:27.000,28419.0,28672.0,3048968.0,225.0,original,225.0,original,227.0,original,50.01,original,1.0,original,28419.0,original,28672.0,original,3048968.0,original,3017140.0,original,-99.0,original
