id_id,id_n_id,id_time,id_meter_id,id_stand_energy_kirim,id_v1,id_v2,id_v3,id_i1,id_i2,id_i3,id_frequency,id_power_factor,id_create_date,updated_at,created_at,reactive_energy_import,reactive_energy_export,apparent_energy_import,rssi,lokasi
605002,67,2024-01-01 00:05:03,OPMC_SDP_L1,46695500.0,229,229,231,1,1,2,49.99,0.8265999999999999,2024-01-01 00:05:08.000,2024-01-01 00:05:08.000,2024-01-01 00:05:08.000,9711954.0,1349917.0,51158225,-110.0,97
605010,67,2024-01-01 00:10:03,OPMC_SDP_L1,46696100.0,229,230,231,1,1,3,49.96,0.8243999999999999,2024-01-01 00:10:07.000,2024-01-01 00:10:07.000,2024-01-01 00:10:07.000,9712179.0,1349968.0,51159004,-111.0,97
605027,67,2024-01-01 00:15:03,OPMC_SDP_L1,46696800.0,229,229,231,1,1,2,49.97,0.8263999999999999,2024-01-01 00:15:19.000,2024-01-01 00:15:19.000,2024-01-01 00:15:19.000,9712432.0,1350019.0,51159821,-109.0,97
605046,67,2024-01-01 00:20:03,OPMC_SDP_L1,46697700.0,229,230,231,1,1,5,49.98,0.7898,2024-01-01 00:20:15.000,2024-01-01 00:20:15.000,2024-01-01 00:20:15.000,9712855.0,1350069.0,51160887,-111.0,97
605066,67,2024-01-01 00:30:03,OPMC_SDP_L1,46699800.0,229,230,231,1,1,5,50.0,0.7925,2024-01-01 00:30:09.000,2024-01-01 00:30:09.000,2024-01-01 00:30:09.000,9714088.0,1350170.0,51163566,-111.0,97
605078,67,2024-01-01 00:35:03,OPMC_SDP_L1,46700800.0,229,230,231,1,1,5,50.01,0.7927,2024-01-01 00:35:15.000,2024-01-01 00:35:15.000,2024-01-01 00:35:15.000,9714702.0,1350220.0,51164904,-111.0,97
605103,67,2024-01-01 00:45:03,OPMC_SDP_L1,46702500.0,229,230,232,1,1,2,50.03,0.8251,2024-01-01 00:45:06.000,2024-01-01 00:45:06.000,2024-01-01 00:45:06.000,9715261.0,1350321.0,51166810,-111.0,97
605128,67,2024-01-01 00:50:03,OPMC_SDP_L1,46703100.0,229,230,231,1,1,2,49.99,0.8258,2024-01-01 00:50:24.000,2024-01-01 00:50:24.000,2024-01-01 00:50:24.000,9715485.0,1350371.0,51167586,-111.0,97
605132,67,2024-01-01 00:55:03,OPMC_SDP_L1,46703700.0,229,230,231,1,1,2,49.99,0.8274999999999999,2024-01-01 00:55:07.000,2024-01-01 00:55:07.000,2024-01-01 00:55:07.000,9715708.0,1350421.0,51168363,-111.0,97
605162,67,2024-01-01 01:05:03,OPMC_SDP_L1,46705000.0,229,230,232,1,1,2,50.0,0.8259,2024-01-01 01:05:23.000,2024-01-01 01:05:23.000,2024-01-01 01:05:23.000,9716156.0,1350521.0,51169915,-109.0,97
605191,67,2024-01-01 01:15:03,OPMC_SDP_L1,46706300.0,229,230,231,1,1,2,49.99,0.826,2024-01-01 01:15:19.000,2024-01-01 01:15:19.000,2024-01-01 01:15:19.000,9716605.0,1350622.0,51171468,-109.0,97
605215,67,2024-01-01 01:25:03,OPMC_SDP_L1,46708400.0,230,230,232,1,1,7,50.03,0.8622,2024-01-01 01:25:25.000,2024-01-01 01:25:25.000,2024-01-01 01:25:25.000,9717762.0,1350722.0,51174047,-111.0,97
605236,67,2024-01-01 01:30:03,OPMC_SDP_L1,46709600.0,229,230,232,1,1,5,49.97,0.7905,2024-01-01 01:30:23.000,2024-01-01 01:30:23.000,2024-01-01 01:30:23.000,9718379.0,1350772.0,51175554,-111.0,97
605240,67,2024-01-01 01:35:03,OPMC_SDP_L1,46710700.0,230,230,232,1,1,2,50.0,0.826,2024-01-01 01:35:06.000,2024-01-01 01:35:06.000,2024-01-01 01:35:06.000,9718980.0,1350822.0,51176868,-111.0,97
605265,67,2024-01-01 01:45:03,OPMC_SDP_L1,46711900.0,230,230,232,1,1,2,49.99,0.8253999999999999,2024-01-01 01:45:16.000,2024-01-01 01:45:16.000,2024-01-01 01:45:16.000,9719430.0,1350923.0,51178424,-111.0,97
605294,67,2024-01-01 01:55:03,OPMC_SDP_L1,46713200.0,230,230,232,1,1,2,49.97,0.8256999999999999,2024-01-01 01:55:07.000,2024-01-01 01:55:07.000,2024-01-01 01:55:07.000,9719880.0,1351024.0,51179980,-111.0,97
605319,67,2024-01-01 02:05:03,OPMC_SDP_L1,46714500.0,230,230,232,1,1,2,50.03,0.8256999999999999,2024-01-01 02:05:14.000,2024-01-01 02:05:14.000,2024-01-01 02:05:14.000,9720332.0,1351124.0,51181537,-109.0,97
605336,67,2024-01-01 02:10:03,OPMC_SDP_L1,46715200.0,230,230,232,1,1,2,50.05,0.8252999999999999,2024-01-01 02:10:18.000,2024-01-01 02:10:18.000,2024-01-01 02:10:18.000,9720558.0,1351175.0,51182316,-113.0,97
605343,67,2024-01-01 02:15:03,OPMC_SDP_L1,46716100.0,230,230,232,1,1,5,50.02,0.7826,2024-01-01 02:15:08.000,2024-01-01 02:15:08.000,2024-01-01 02:15:08.000,9720841.0,1351225.0,51183376,-109.0,97
605367,67,2024-01-01 02:20:03,OPMC_SDP_L1,46716800.0,230,230,232,1,1,3,50.01,0.8242999999999999,2024-01-01 02:20:18.000,2024-01-01 02:20:18.000,2024-01-01 02:20:18.000,9721106.0,1351276.0,51184207,-111.0,97
