gedung,lantai,ruang,kelompok,jumlah,watt,durasion,totalwatt,wattmonthly
OPMC,6,OPMC Bigbox,TV Stand by ,1,120,4,120,10
OPMC,6,OPMC Bigbox,Lampu ,4,18,10,72,14
OPMC,6,OPMC Bigbox,AC 2 PK ,1,1170,10,1170,234
OPMC,6,OPMC Bigbox,PC/Laptop,1,500,-,500,#VALUE!
OPMC,6,OPMC Bigbox,Router ,1,18,24,18,13
OPMC,6,OPMC Bigbox,Socket,5,-,-,#VALUE!,#VALUE!
OPMC,6,OPMC Working Space,TV Stand by ,2,120,4,240,19
OPMC,6,OPMC Working Space,Lampu ,6,4,10,24,5
OPMC,6,OPMC Working Space,Speaker ,4,500,24,2000,"1,440"
OPMC,6,OPMC Working Space,AC 2 PK ,5,2530,10,12650,"2,530"
OPMC,6,OPMC Working Space,Camera ,1,2,24,2,1
OPMC,6,OPMC Working Space,Monitor,6,120,5,720,72
OPMC,6,OPMC Working Space,Lampu ,27,18,10,486,97
OPMC,6,OPMC Working Space,Lampu ,5,8,10,40,8
OPMC,6,OPMC Working Space,Lampu ,1,20,10,20,4
OPMC,6,OPMC Working Space,Printer ,1,150,4,150,12
OPMC,6,OPMC Working Space,Keyboard ,1,20,-,20,#VALUE!
OPMC,6,OPMC Working Space,Monitor,1,203,2,203,8
OPMC,6,OPMC Working Space,CCTV ,2,9.6,24,19.2,14
OPMC,6,OPMC Working Space,Dispenser ,1,400,24,400,288
OPMC,6,OPMC Working Space,Socket,72,-,-,#VALUE!,#VALUE!
OPMC,6,OPMC Working Space,Socket,1,-,-,#VALUE!,#VALUE!
OPMC,6,OPMC Working Space,Socket,4,-,-,#VALUE!,#VALUE!
OPMC,6,OPMC Working Space,Socket,1,-,-,#VALUE!,#VALUE!
OPMC,6,OPMC Pantry ,Lampu ,3,8,10,24,5
OPMC,6,OPMC Pantry ,Lampu ,1,8,10,8,2
OPMC,6,OPMC Pantry ,Kulkas ,1,60,24,60,43
OPMC,6,OPMC Pantry ,Pemanas Air ,1,800,4,800,64
OPMC,6,OPMC Pantry ,Microwave ,1,800,4,800,64
OPMC,6,OPMC Pantry ,Dispenser ,1,400,24,400,288
OPMC,6,OPMC Pantry ,Mesin kopi ,1,800,4,800,64
OPMC,6,OPMC Pantry ,Socket,8,-,-,#VALUE!,#VALUE!
OPMC,6,Musholla,AC 1 PK ,1,755,10,755,151
OPMC,6,Musholla,Lampu ,2,18,10,36,7
OPMC,6,Musholla,Socket,1,-,-,#VALUE!,#VALUE!
OPMC,6,Storage ,Lampu ,1,18,10,18,4
OPMC,6,Storage ,Socket,5,-,-,#VALUE!,#VALUE!
OPMC,6,Storage ,Socket,1,-,-,#VALUE!,#VALUE!
OPMC,6,OPMC Project 2,TV Stand by ,4,120,5,480,48
OPMC,6,OPMC Project 3,PC/Laptop,1,500,2,500,20
OPMC,6,OPMC Project 4,AC 1 PK ,1,755,10,755,151
OPMC,6,OPMC Project 5,Air purification ,1,23,2,23,1
OPMC,6,OPMC Project 6,Lampu ,4,18,10,72,14
OPMC,6,OPMC Project 7,Lampu ,4,8,10,32,6
OPMC,6,OPMC Project 8,Socket,7,-,-,#VALUE!,#VALUE!
OPMC,6,OPMC Project 3,TV Stand by ,4,120,4,480,38
OPMC,6,OPMC Project 4,PC/Laptop,6,500,2,3000,120
OPMC,6,OPMC Project 5,AC 1 PK ,1,755,10,755,151
OPMC,6,OPMC Project 6,Lampu ,4,18,10,72,14
OPMC,6,OPMC Project 7,Lampu ,1,18,10,18,4
OPMC,6,OPMC Project 8,Lampu ,4,8,10,32,6
OPMC,6,OPMC Project 9,Socket,7,-,-,#VALUE!,#VALUE!
OPMC,6,OPMC Project 4,TV Stand by ,4,120,4,480,38
OPMC,6,OPMC Project 5,AC 1 PK ,1,755,10,755,151
OPMC,6,OPMC Project 6,Lampu ,4,18,10,72,14
OPMC,6,OPMC Project 7,PC/Laptop,1,500,2,500,20
OPMC,6,OPMC Project 8,Socket,7,-,-,#VALUE!,#VALUE!
OPMC,6,OPMC Istirahat ,Lampu ,6,18,10,108,22
OPMC,6,OPMC Istirahat ,Lampu ,3,8,10,24,5
OPMC,6,OPMC Istirahat ,Dispenser ,1,175,24,175,126
OPMC,6,OPMC Istirahat ,Kulkas ,1,60,24,60,43
OPMC,6,OPMC Istirahat ,Microwave ,1,800,3,800,48
OPMC,6,OPMC Istirahat ,Kompor Listrik ,1,1000,3,1000,60
OPMC,6,OPMC Istirahat ,AC 1 PK ,1,380,10,380,76
OPMC,6,OPMC Istirahat ,Kipas Angin ,1,20,10,20,4
OPMC,6,OPMC Istirahat ,CCTV ,1,9.6,24,9.6,7
OPMC,6,OPerator video wall,AC 1 PK ,1,755,2,755,30
OPMC,6,OPerator video wall,Lampu ,2,18,10,36,7
OPMC,6,OPerator video wall,PC/Laptop,1,500,2,500,20
OPMC,6,OPerator video wall,Microphone ,4,3,10,12,2
OPMC,6,OPerator video wall,Switch ,1,100,10,100,20
OPMC,6,OPerator video wall,Sound System ,1,1200,10,1200,240
OPMC,6,OPerator video wall,Dispenser ,1,400,-,400,#VALUE!
OPMC,6,OPerator video wall,Socket,1,-,-,#VALUE!,#VALUE!
OPMC,6,OPerator video wall,Socket,1,-,-,#VALUE!,#VALUE!
OPMC,6,OPMC Pantry ,Dispenser ,1,400,10,400,80
OPMC,6,OPMC Pantry ,Kulkas ,1,60,24,60,43
OPMC,6,OPMC Pantry ,Air fryer ,1,800,2,800,32
OPMC,6,OPMC Pantry ,Pemanas Air ,1,800,2,800,32
OPMC,6,OPMC Pantry ,Lampu ,2,18,10,36,11
OPMC,6,OPMC Pantry ,Lampu ,1,18,10,18,5
OPMC,6,OPMC Pantry ,Socket,1,-,-,#VALUE!,#VALUE!
OPMC,6,OPMC Pantry ,Socket,2,-,-,#VALUE!,#VALUE!
OPMC,6,OPMC Pantry ,Socket,1,-,-,#VALUE!,#VALUE!
WITEL,7,Toilet Pria ,Lampu ,1,8,10,8,1.6
WITEL,7,Toilet Pria ,Lampu ,3,8,10,24,4.8
WITEL,7,Toilet Pria ,Kipas Angin ,1,40,10,40,8
WITEL,7,Ruang Koridor ,Lampu ,3,8,10,24,4.8
WITEL,7,Ruang Koridor ,Lampu ,4,8,10,32,6.4
WITEL,7,Ruang Koridor ,Socket,3,0,24,0,0
WITEL,7,Ruang Lobby ,Lampu ,3,8,10,24,4.8
WITEL,7,Ruang Lobby ,Lampu ,4,8,10,32,6.4
WITEL,7,Ruang Lobby ,Lampu ,4,8,10,32,6.4
WITEL,7,Ruang Lobby ,CCTV ,1,12,24,12,5.76
WITEL,7,Ruang Lobby ,Papan Led,1,3,10,3,0.6
WITEL,7,Ruang Lobby ,Socket,2,0,24,0,0
WITEL,7,R meeting 1,TV Stand by ,1,120,2,120,4.8
WITEL,7,R meeting 2,Lampu ,5,8,10,40,8
WITEL,7,R meeting 3,Socket,9,0,24,0,0
WITEL,7,R meeting 4,Socket,1,0,24,0,0
WITEL,7,R meeting 5,,0,0,0,0,0
WITEL,7,R Meeting 2,TV Stand by ,1,120,2,120,4.8
WITEL,7,R Meeting 3,Lampu ,4,8,10,32,6.4
WITEL,7,R Meeting 4,Socket,9,0,24,0,0
WITEL,7,R Meeting 5,Socket,1,0,24,0,0
WITEL,7,R Meeting 6,,0,0,0,0,0
WITEL,7,Ruang Meeting 3,Lampu ,3,8,10,24,4.8
WITEL,7,Ruang Meeting 4,Lampu ,6,18,10,108,21.6
WITEL,7,Ruang Meeting 5,Lampu ,4,8,10,32,6.4
WITEL,7,Ruang Meeting 6,Telephone ,1,3.3,24,3.3,1.584
WITEL,7,Ruang Meeting 7,TV Stand by ,1,120,2,120,4.8
WITEL,7,Ruang Meeting 8,Socket,9,-,-,#VALUE!,#VALUE!
WITEL,7,Ruang Meeting 9,Socket,1,-,-,#VALUE!,#VALUE!
WITEL,7,Ruang Meeting 10,,-,-,-,#VALUE!,#VALUE!
WITEL,7,Ruang Meeting 4,Lampu ,3,8,10,24,4.8
WITEL,7,Ruang Meeting 5,Lampu ,6,18,10,108,21.6
WITEL,7,Ruang Meeting 6,Lampu ,4,8,10,32,6.4
WITEL,7,Ruang Meeting 7,Telephone ,1,3.3,24,3.3,1.584
WITEL,7,Ruang Meeting 8,TV Stand by ,1,120,2,120,4.8
WITEL,7,Ruang Meeting 9,Socket,9,-,-,#VALUE!,#VALUE!
WITEL,7,Ruang Meeting 10,Socket,1,-,-,#VALUE!,#VALUE!
WITEL,7,Ruang Meeting 11,,-,-,-,#VALUE!,#VALUE!
WITEL,7,Ruang SL 1,TV Stand by ,1,120,24,120,57.6
WITEL,7,Ruang SL 2,Lampu ,6,18,10,108,21.6
WITEL,7,Ruang SL 3,Lampu ,1,18,10,18,3.6
WITEL,7,Ruang SL 4,Socket,9,0,24,0,0
WITEL,7,Ruang SL 5,Socket,1,0,24,0,0
WITEL,7,Ruang SL 6,,0,0,0,0,0
WITEL,7,Ryang SL 2,TV Stand by ,1,120,24,120,57.6
WITEL,7,Ryang SL 3,Lampu ,4,18,10,72,14.4
WITEL,7,Ryang SL 4,Lampu ,4,18,10,72,14.4
WITEL,7,Ryang SL 5,Socket,9,0,24,0,0
WITEL,7,Ryang SL 6,Socket,1,0,24,0,0
WITEL,7,Ryang SL 7,,0,0,0,0,0
WITEL,7,Ruang SL 3,TV Stand by ,1,120,24,120,57.6
WITEL,7,Ruang SL 4,Lampu ,4,18,10,72,14.4
WITEL,7,Ruang SL 5,Lampu ,6,18,10,108,21.6
WITEL,7,Ruang SL 6,Socket,9,0,24,0,0
WITEL,7,Ruang SL 7,Socket,1,0,24,0,0
WITEL,7,Ruang SL 8,,0,0,0,0,0
WITEL,7,Ruang Nursery ,Lampu ,2,18,10,36,7.2
WITEL,7,Ruang Smoking ,Lampu ,2,18,10,36,7.2
WITEL,7,Ruang Smoking ,Socket,1,-,-,#VALUE!,#VALUE!
WITEL,7,Ruang Working Space ,Lampu ,54,18,10,972,194.4
WITEL,7,Ruang Working Space ,Lampu ,25,18,10,450,90
WITEL,7,Ruang Working Space ,Lampu ,4,8,10,32,6.4
WITEL,7,Ruang Working Space ,Lampu ,5,8,10,40,8
WITEL,7,Ruang Working Space ,Lampu ,4,8,10,32,6.4
WITEL,7,Ruang Working Space ,AC 2 PK ,3,2900,10,8700,1740
WITEL,7,Ruang Working Space ,Lampu ,1,8,10,8,1.6
WITEL,7,Ruang Working Space ,Kulkas ,1,45,24,45,21.6
WITEL,7,Ruang Working Space ,Lampu ,4,8,10,32,6.4
WITEL,7,Ruang Working Space ,Dispenser ,1,350,10,350,70
WITEL,7,Ruang Working Space ,Printer ,2,300,24,600,288
WITEL,7,Ruang Working Space ,Socket,131,-,-,#VALUE!,#VALUE!
WITEL,7,Pantry ,Lampu ,2,8,10,16,3.2
WITEL,7,Pantry ,Lampu ,6,18,10,108,21.6
WITEL,7,Pantry ,Lampu ,6,8,10,48,9.6
WITEL,7,Pantry ,Dispenser ,1,170,10,170,34
WITEL,7,Pantry ,Kulkas ,1,60,24,60,28.8
WITEL,7,Pantry ,Coffee Maker ,1,550,4,550,44
WITEL,7,Pantry ,Microwave ,1,300,24,300,144
WITEL,7,Pantry ,Socket,5,-,-,#VALUE!,#VALUE!
WITEL,7,Toilet wanita ,Lampu ,3,18,10,54,10.8
WITEL,7,Toilet wanita ,Lampu ,1,18,10,18,3.6
WITEL,7,Toilet wanita ,Kipas Angin ,1,40,10,40,8
WITEL,7,Toilet wanita ,Pemanas Air ,1,200,24,200,96
WITEL,7,Toilet wanita ,Socket,1,-,-,#VALUE!,#VALUE!
WITEL,7,R Server ,Lampu ,1,18,2,18,0.72
WITEL,7,R istirahat ,Lampu ,1,18,10,18,3.6
WITEL,7,R istirahat ,Socket,1,0,24,0,0
WITEL,7,Ruang Dapur ,Kipas Angin ,1,35,5,35,3.5
WITEL,7,Ruang Dapur ,Water Heater ,1,800,5,800,80
WITEL,7,Ruang Dapur ,Rice Cooker ,1,400,5,400,40
WITEL,7,Ruang Dapur ,Water Pump ,1,4,24,4,1.92
WITEL,7,Ruang Dapur ,Lampu ,1,18,10,18,3.6
WITEL,7,Ruang Dapur ,Socket,1,0,24,0,0
WITEL,7,Ruang Dapur ,Socket,1,0,24,0,0
WITEL,7,R Lift ,Lampu ,1,18,2,18,0.72
WITEL,7,R Lift ,AC 1 PK ,1,840,2,840,33.6
WITEL,7,Others ,Finger Print ,1,60,24,60,28.8
WITEL,7,Others ,Proyektor ,1,250,24,250,120
WITEL,7,Others ,Sound System ,3,350,10,1050,210
WITEL,7,Others ,Camera ,1,2,24,2,0.96
WITEL,8,Ruang Fitness,AC 2 PK ,1,1524,0,1524,0
WITEL,8,Ruang Fitness,Lampu ,8,8,4,64,5
WITEL,8,Ruang Aula Luar ,Lampu ,18,8,10,144,29
WITEL,8,Ruang Aula Luar ,Lampu ,2,8,10,16,3
WITEL,8,Ruang Aula Luar ,Lampu ,1,8,10,8,2
WITEL,8,Ruang Aula Luar ,Socket,6,1,0,6,0
WITEL,8,Ruang AHU ,Lampu ,1,12,10,12,2
WITEL,8,Toilet Wanita ,Lampu ,4,12,10,48,10
WITEL,8,Toilet Wanita ,Exhaust ,1,45,10,45,9
WITEL,8,Toilet Pria ,Lampu ,3,12,10,36,7
WITEL,8,Toilet Pria ,Lampu ,40,18,10,720,144
WITEL,8,Toilet Pria ,Exhaust ,1,45,10,45,9
WITEL,8,Ruang Pantry ,Lampu ,2,18,0,36,0
WITEL,8,Ruang Pantry ,Socket ,1,1,24,1,1
WITEL,8,Ruang Aula Luar ,Lampu ,52,18,4,936,75
WITEL,8,Ruang Aula Luar ,Lampu ,6,20,4,120,14
WITEL,8,Ruang Aula Luar ,Proyektor ,1,195,4,195,16
WITEL,8,Ruang Aula Luar ,TV Stand by ,1,120,4,120,10
WITEL,8,Ruang Aula Luar ,Sound ,12,2000,4,24000,"1,920"
WITEL,8,Ruang Aula Luar ,Keyboard ,2,0,0,0,0
WITEL,8,Ruang Aula Luar ,Guitar ,1,200,4,200,16
WITEL,8,Ruang Aula Luar ,Mixer ,2,800,4,1600,128
WITEL,8,Ruang Aula Luar ,Modul Mic ,2,3,4,6,0
WITEL,8,Ruang Aula Luar ,Equalizer,2,500,4,1000,80
WITEL,8,Ruang Aula Luar ,Socket,11,-,-,#VALUE!,#VALUE!
WITEL,8,Ruang Aula Luar ,Socket,1,-,-,#VALUE!,#VALUE!
WITEL,8,Ruang Aula Luar ,Socket,13,-,-,#VALUE!,#VALUE!
WITEL,8,Ruang Aula Luar ,Socket,2,-,-,#VALUE!,#VALUE!
WITEL,8,Ruang Evakuasi ,Lampu ,1,18,24,18,13
WITEL,8,Ruang Evakuasi ,Lampu ,1,18,4,18,1
WITEL,8,Koridor ,CCTV ,1,12,24,12,9
WITEL,8,Koridor ,Router ,1,20,24,20,14
WITEL,8,Koridor ,Socket ,2,1,24,2,1
